,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.73,0.65,0.44,0.92,0.77,0.71,0.79,0.52,0.93,0.96,0.83,0.86,0.45,0.74,0.66
grafx2.csv,0.48,0.6,0.45,0.48,0.33,0.58,0.61,0.69,0.62,0.83,0.45,0.75,0.58,0.8,0.49
keyczar.csv,0.97,0.88,0.87,0.93,0.95,0.99,0.76,0.94,0.91,0.9,0.72,1.0,1.0,0.34,0.84
lmms.csv,0.68,0.49,0.32,0.55,0.71,0.53,0.62,0.55,0.59,1.0,0.61,0.86,0.73,0.51,0.56
lufa-lib.csv,0.71,0.63,0.85,0.59,1.0,0.64,0.76,0.99,0.6,0.45,0.83,1.02,0.79,0.59,0.94
netatalk.csv,0.65,0.61,0.83,0.59,0.6,0.84,0.7,0.99,0.54,0.62,0.39,0.81,0.64,0.89,0.64
openmeetings.csv,0.53,0.58,0.18,0.56,0.38,0.55,0.57,0.51,0.55,0.7,0.62,0.93,0.65,0.85,0.56
openxava.csv,0.54,0.69,0.47,0.49,0.66,0.54,0.51,0.43,0.66,0.8,0.54,0.45,0.81,0.62,0.56
pgui.csv,1.0,0.99,0.69,0.88,0.46,1.0,1.0,0.81,0.41,0.93,0.72,1.0,0.73,0.94,1.01
qpe.csv,0.41,0.61,0.45,0.48,0.35,0.6,0.76,0.77,0.49,0.87,0.54,0.95,0.56,0.8,0.6
quickfast.csv,0.83,0.84,0.81,0.96,0.9,0.63,0.65,0.65,0.96,0.98,0.79,0.94,0.75,0.81,0.31
rsyslog.csv,0.54,0.53,0.6,0.41,0.51,0.75,0.76,0.89,0.5,0.7,0.67,0.85,0.45,0.7,0.56
sylpheed-claws.csv,0.95,1.0,0.94,1.0,1.0,0.77,0.41,0.71,0.56,1.0,1.0,1.0,1.0,1.0,1.0
xqilla.csv,0.9,0.82,0.99,0.96,0.79,0.89,0.81,0.88,0.89,0.92,0.69,0.06,0.86,0.8,0.77
yale.csv,0.8,0.77,0.6,1.0,1.0,0.59,0.9,0.59,0.74,0.97,1.0,1.03,0.75,0.76,0.88
