,recall,precision,pf,pci_20,ifa,wins
bibletime.csv,0.82,0.39,0.71,0.4,4.0,0
grafx2.csv,0.59,0.62,0.29,0.43,1.0,13
keyczar.csv,0.13,0.27,0.16,0.83,3.0,5
lmms.csv,0.69,0.42,0.5,0.46,4.0,2
lufa-lib.csv,0.64,0.47,0.57,0.58,2.0,9
netatalk.csv,0.69,0.5,0.55,0.5,2.0,8
openmeetings.csv,0.5,0.47,0.22,0.45,1.0,10
openxava.csv,0.63,0.37,0.39,0.41,2.0,4
pgui.csv,0.62,0.43,0.25,0.44,3.0,6
qpe.csv,0.66,0.44,0.33,0.5,1.0,11
quickfast.csv,0.85,0.39,0.81,0.39,3.0,1
rsyslog.csv,0.57,0.46,0.33,0.56,1.0,12
sylpheed-claws.csv,1.0,0.43,1.0,0.42,3.0,3
xqilla.csv,0.19,0.6,0.19,0.83,1.0,14
yale.csv,0.54,0.43,0.64,0.63,2.0,7
