,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.47,0.96,0.39,0.79,0.5,0.51,0.53,0.7,0.79,0.47,0.57
aztec.csv,0.83,0.96,0.8,0.65,0.0,0.8,0.0,0.67,0.88,0.92,0.0
bl-toolkit.csv,0.48,0.95,0.54,0.62,0.5,0.65,0.51,0.79,0.91,0.84,0.64
clamav.csv,0.92,0.46,0.73,0.52,0.44,0.49,0.5,0.44,0.49,0.85,0.65
fm-classic.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kml.csv,0.52,0.96,0.31,0.83,0.47,0.44,0.57,0.51,0.59,0.38,0.33
lufa-lib.csv,0.93,0.97,0.68,0.73,0.45,0.6,0.75,0.95,0.8,0.57,0.58
mplayer-ce.csv,0.57,0.65,0.44,0.83,0.57,0.59,0.77,0.53,0.53,0.65,0.59
qmmp.csv,0.61,0.61,0.57,0.6,0.5,0.45,0.46,0.52,0.5,0.36,0.39
xapian.csv,0.89,0.94,0.8,0.8,0.91,0.9,0.97,0.83,0.83,0.85,0.99
xtreemfs.csv,0.41,0.51,0.36,0.63,0.55,0.43,0.6,0.41,0.45,0.34,0.49
