,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.65,0.34,0.77,0.39,0.69,1.0,0.44,0.33,0.31,0.72,0.51
aztec.csv,0.12,1.0,0.37,0.33,0.0,0.32,0.0,0.06,0.18,0.22,0.0
bl-toolkit.csv,1.0,0.0,0.36,0.43,0.38,0.57,0.34,0.34,0.1,0.19,0.44
clamav.csv,0.21,0.45,0.93,0.99,0.57,0.58,0.01,0.5,0.55,0.21,0.37
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kml.csv,0.36,0.58,0.61,0.24,0.95,0.67,0.65,0.6,0.54,0.7,0.48
lufa-lib.csv,0.23,0.46,0.0,0.45,0.73,0.46,1.0,0.26,0.43,0.55,0.38
mplayer-ce.csv,0.53,0.6,0.34,0.34,0.5,0.54,0.49,0.41,0.59,0.4,0.97
qmmp.csv,0.41,0.56,0.65,0.49,0.61,0.52,0.43,0.95,0.58,0.67,0.54
xapian.csv,0.19,0.2,0.37,0.38,0.17,0.25,0.21,0.34,0.9,0.25,0.24
xtreemfs.csv,0.65,0.68,0.75,0.44,0.69,0.65,0.26,0.71,0.69,1.0,0.45
