,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.97,0.76,0.39,0.32,0.59,0.58,0.51,1.0,0.82,0.71,0.67,0.01,0.72,0.4,0.8
amateur-scrolls.csv,0.71,0.81,0.87,0.39,0.54,0.52,0.76,0.97,0.8,0.67,0.0,0.02,1.0,0.5,1.0
arianne.csv,0.75,0.66,0.36,0.29,0.5,0.72,0.44,0.92,0.69,0.56,0.59,0.01,0.63,0.3,0.76
bl-toolkit.csv,0.9,0.53,0.35,0.27,0.41,0.5,0.37,0.92,0.88,0.58,0.57,0.01,0.62,0.32,0.69
doomlegacy.csv,0.69,0.83,0.38,0.33,0.58,0.5,0.59,0.92,0.8,0.58,0.64,0.01,0.64,0.46,0.81
enlightenment.csv,0.78,0.66,0.44,0.29,0.49,0.5,0.41,0.93,0.69,0.55,0.73,0.01,0.61,0.3,0.75
fritzing.csv,0.75,0.82,0.49,0.4,0.71,0.67,0.57,0.98,0.7,0.64,0.73,0.01,0.69,0.4,0.79
gnukeda.csv,0.95,0.78,0.37,0.32,0.48,0.57,0.41,1.0,0.68,0.78,0.7,0.01,0.71,0.33,0.75
jlinalg.csv,0.95,0.73,0.36,0.31,0.45,0.54,0.42,0.97,0.81,0.78,0.59,0.01,0.66,0.35,0.74
knowledge.csv,0.95,0.74,0.43,0.34,0.55,0.63,0.42,1.0,0.74,0.7,0.63,0.01,0.68,0.32,0.77
massiv.csv,1.0,0.6,0.71,0.4,0.66,0.47,0.0,0.0,1.0,1.0,0.0,0.2,0.0,0.52,0.0
playerstage.csv,0.96,0.79,0.51,0.31,0.59,0.56,0.71,0.96,0.86,0.75,0.7,0.01,0.77,0.5,0.88
psycle.csv,0.91,0.8,0.38,0.32,0.59,0.59,0.43,0.97,0.8,0.66,0.6,0.01,0.68,0.41,0.82
superwaba.csv,0.85,0.82,0.62,0.38,0.64,0.49,0.59,0.97,0.82,0.59,0.69,0.01,0.65,0.38,0.82
wxcrp.csv,0.79,0.67,0.35,0.46,0.51,0.48,0.43,0.94,0.68,0.55,0.62,0.01,0.63,0.31,0.76
