,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.51,0.39,0.55,0.48,0.31,0.49,0.61,0.9,0.56
azureus.csv,0.48,0.37,0.46,0.41,0.27,0.54,0.34,0.38,0.4
columba.csv,0.41,0.33,0.37,0.35,0.27,0.37,0.43,0.41,0.46
continuum-ide.csv,0.94,0.5,0.66,0.96,0.38,0.97,0.94,0.75,0.97
emulemorph.csv,0.0,0.5,0.0,0.57,0.67,0.5,0.93,0.0,0.98
factor.csv,0.0,0.67,0.67,0.93,0.0,0.94,0.93,0.51,0.0
pcgen.csv,0.43,0.37,0.42,0.39,0.33,0.49,0.36,0.41,0.38
stemkit.csv,0.8,0.6,0.63,0.55,0.83,0.72,0.71,0.89,0.8
utgb.csv,0.51,0.5,0.77,0.62,0.0,0.75,0.89,0.75,0.62
