,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,96.5,97.5,1519.0,182.0,2639.5,942.0,659.5,99.0,198.0,2254.0,197.5,99.0,197.5,98.5
chrysalis.csv,96.5,98.5,147.0,466.0,968.0,285.5,1673.0,85.5,99.0,0.0,191.0,98.5,198.0,98.5
etics.csv,96.5,93.5,57.5,1433.5,9.5,377.0,859.0,85.5,99.0,386.5,191.0,198.0,1225.0,380.5
flexpay.csv,81.5,98.5,1519.0,1231.0,2377.5,1940.0,253.0,79.5,99.0,2254.0,462.5,98.5,825.5,98.5
ifmo-game-1.csv,81.5,98.5,139.5,743.0,144.0,278.5,353.0,58.5,99.0,1247.0,60.5,98.5,198.0,598.5
jcl.csv,81.5,97.5,1519.0,281.5,2468.0,375.0,2081.0,99.0,198.0,1323.0,190.0,98.5,99.0,98.5
linuxsh.csv,371.0,95.5,605.5,2295.0,121.5,89.5,350.5,92.5,99.0,99.0,427.5,99.0,198.0,1249.0
mvdsv.csv,57.5,216.0,121.5,86.5,1068.0,39.5,180.0,98.5,99.0,123.5,98.5,0.0,1022.0,247.5
openmeetings.csv,96.5,99.0,72.5,278.5,15.5,281.5,576.5,92.5,99.0,1470.5,345.0,97.5,198.0,98.5
plato.csv,189.0,99.0,1519.0,1231.0,2322.5,1131.0,659.5,99.0,198.0,2254.0,197.5,198.0,198.0,98.5
projecteqemu.csv,93.5,97.5,1420.5,754.0,94.5,89.5,467.5,85.5,99.0,366.0,94.5,98.5,198.0,98.5
scite-ru.csv,96.5,99.0,245.5,1041.0,578.5,1131.0,467.5,99.0,198.0,1824.5,197.5,198.0,198.0,98.5
uclmda.csv,185.0,93.5,248.0,2497.5,501.0,213.5,76.5,179.5,1107.0,0.0,64.5,99.0,452.5,279.0
vrjuggler.csv,96.5,83.5,0.0,1628.0,721.5,366.0,142.5,99.0,196.0,962.0,348.0,99.0,99.0,98.5
