,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.67,0.69,0.33,0.95,0.69,0.51,0.77,0.74,0.68,0.9,0.97,0.67,0.96,0.65,0.78,0.82
arsenal-1.csv,0.85,0.85,0.85,0.45,1.0,0.96,0.95,0.96,0.97,0.67,0.97,0.91,0.78,0.62,0.81,1.0
bnetd.csv,0.97,0.83,0.75,0.52,0.79,1.0,0.34,0.99,0.94,1.0,0.75,0.67,0.43,1.0,0.95,0.93
cascading.csv,0.6,0.48,1.0,0.65,0.67,0.78,0.55,0.83,0.49,0.66,0.98,0.7,0.88,0.74,0.89,0.57
fm-classic.csv,0.89,0.99,0.87,0.82,1.0,0.09,0.85,0.67,0.84,0.88,0.97,0.94,0.61,0.95,0.91,0.65
free-evolution.csv,0.64,0.58,0.55,0.73,0.94,1.01,0.57,0.94,0.67,0.41,0.8,0.5,1.0,0.74,0.68,0.61
gnome-jabber.csv,0.73,0.53,0.67,0.57,0.81,0.87,0.69,0.85,0.78,0.66,0.44,0.78,0.86,0.84,0.74,0.82
guineu.csv,0.41,0.98,0.74,0.87,1.0,1.04,1.0,0.92,0.79,0.85,1.0,0.97,0.63,0.93,0.9,0.77
ipfilter.csv,0.85,0.86,0.8,0.94,0.92,1.0,0.96,0.87,0.91,1.0,1.0,0.87,0.06,0.96,0.95,0.99
jruby.csv,0.97,0.6,1.0,0.64,1.0,0.67,1.0,0.9,0.88,0.96,0.62,0.88,1.0,0.68,0.64,0.79
l2j.csv,0.6,0.68,0.51,0.82,0.35,0.84,0.46,0.91,0.77,0.63,0.74,0.57,0.6,0.46,0.79,0.75
libmesh.csv,0.86,0.69,0.87,1.0,1.01,0.72,1.03,0.48,0.98,0.96,1.0,0.81,0.98,1.0,0.77,0.89
mvdsv.csv,1.0,1.0,0.75,1.0,0.03,1.0,0.9,0.97,0.92,0.96,0.96,1.0,0.93,0.99,0.96,1.0
stajistics.csv,0.8,0.75,0.93,0.7,0.97,0.87,0.67,0.77,0.58,0.45,1.0,0.76,1.0,0.68,0.67,0.42
twostep.csv,0.87,0.93,0.47,1.0,0.75,0.5,0.93,0.63,0.54,0.22,0.64,0.64,0.54,0.72,0.9,0.81
x4x.csv,0.67,0.38,0.98,0.7,0.71,0.9,0.67,0.91,0.9,0.96,0.68,0.96,0.96,0.95,0.95,0.72
