,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.39,0.63,0.75,0.58,0.22,0.13,0.36,0.43,0.79,0.27,0.06,0.35,0.08,0.59,0.81,0.32
arsenal-1.csv,0.23,0.3,0.25,0.65,0.0,0.04,0.1,0.07,0.06,0.42,0.06,0.14,0.36,0.63,0.33,0.0
bnetd.csv,0.47,0.87,0.62,0.69,0.19,0.08,0.76,0.3,0.86,0.52,0.53,0.34,0.73,0.83,0.9,0.45
cascading.csv,0.45,0.71,0.63,0.59,0.22,0.1,0.58,0.27,0.8,0.45,0.04,0.32,0.29,0.42,0.78,0.52
fm-classic.csv,0.17,0.12,0.23,0.29,0.0,0.5,0.24,0.42,0.28,0.2,0.06,0.11,0.55,0.1,0.16,0.41
free-evolution.csv,0.46,0.77,0.6,0.55,0.17,0.0,0.59,0.14,0.6,0.68,0.96,0.46,0.83,0.41,0.64,0.43
gnome-jabber.csv,0.43,0.84,0.58,0.55,0.19,0.09,0.71,0.33,0.79,0.54,0.75,0.38,0.76,0.78,0.54,0.44
guineu.csv,0.6,0.05,0.48,0.29,0.0,0.0,0.11,0.14,0.35,0.25,0.97,0.05,0.54,0.12,0.19,0.33
ipfilter.csv,0.37,0.78,0.55,0.62,0.17,0.08,0.36,0.53,0.86,0.52,0.94,0.34,0.98,0.8,0.9,0.36
jruby.csv,0.16,0.59,0.0,0.49,0.16,0.29,0.0,0.17,0.76,0.38,0.68,0.17,0.81,0.64,0.8,0.27
l2j.csv,0.55,0.71,0.62,0.28,0.5,0.1,0.67,0.26,0.51,0.49,0.44,0.41,0.58,0.8,0.37,0.39
libmesh.csv,0.21,0.5,0.27,0.0,0.0,0.09,0.35,0.59,0.09,0.07,0.0,0.23,0.04,0.26,0.42,0.21
mvdsv.csv,0.0,0.0,0.39,0.0,0.86,0.0,0.18,0.06,0.16,0.07,0.08,0.0,0.12,0.01,0.08,0.0
stajistics.csv,0.4,0.72,0.54,0.63,0.16,0.05,0.56,0.32,0.65,0.69,0.97,0.32,0.83,0.68,0.66,0.59
twostep.csv,0.46,0.81,0.67,0.64,0.2,0.15,0.63,0.54,0.8,0.8,0.66,0.36,0.69,0.63,0.89,0.47
x4x.csv,0.43,0.8,0.62,0.46,0.21,0.09,0.66,0.24,0.78,0.42,0.8,0.37,0.65,0.82,0.89,0.43
