,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.4,0.79,0.78,0.44,0.17,0.07,0.59,0.35,0.81,0.24,1.0,0.25,0.5,0.76,0.87,0.25
arsenal-1.csv,0.44,0.73,0.43,0.68,0.0,0.02,1.0,0.5,0.57,0.45,1.0,0.33,1.0,0.77,0.93,0.0
bnetd.csv,0.31,0.8,0.49,0.59,0.11,0.04,0.84,0.23,0.78,0.36,0.94,0.26,0.88,0.72,0.87,0.3
cascading.csv,0.38,0.89,0.46,0.51,0.12,0.05,0.73,0.28,0.86,0.64,1.0,0.24,0.56,0.83,0.85,0.39
fm-classic.csv,0.3,0.43,0.78,0.71,0.0,0.33,0.6,0.45,0.83,0.75,1.0,0.67,0.95,0.67,1.0,0.41
free-evolution.csv,0.35,0.83,0.57,0.47,0.09,0.0,0.63,0.17,0.8,0.56,0.96,0.35,0.71,0.91,0.88,0.38
gnome-jabber.csv,0.31,0.85,0.5,0.65,0.11,0.05,0.59,0.28,0.79,0.42,0.98,0.25,0.7,0.72,0.86,0.3
guineu.csv,0.53,1.0,0.44,0.33,0.0,0.0,0.19,0.67,0.84,0.67,0.95,0.09,0.86,0.87,1.0,0.58
ipfilter.csv,0.27,0.77,0.45,0.46,0.09,0.04,0.36,0.38,0.79,0.36,0.95,0.22,0.98,0.71,0.87,0.24
jruby.csv,0.14,0.86,0.0,0.55,0.09,0.25,0.0,0.3,0.76,0.28,0.96,0.29,0.7,0.73,0.89,0.28
l2j.csv,0.4,0.79,0.61,0.56,0.4,0.05,0.73,0.23,0.75,0.67,0.96,0.32,0.81,0.83,0.88,0.29
libmesh.csv,0.33,0.83,0.33,0.0,0.0,0.05,0.33,0.53,0.43,1.0,0.0,0.18,0.5,0.45,0.88,0.18
mvdsv.csv,0.0,0.0,0.93,0.0,0.75,0.0,0.8,0.2,0.83,1.0,1.0,0.0,1.0,1.0,0.83,0.0
stajistics.csv,0.29,0.78,0.42,0.51,0.09,0.03,0.55,0.33,0.85,0.55,0.95,0.22,0.71,0.74,0.88,0.51
twostep.csv,0.32,0.77,0.63,0.47,0.11,0.08,0.51,0.42,0.85,0.76,0.96,0.29,0.8,0.72,0.87,0.32
x4x.csv,0.33,0.91,0.46,0.48,0.12,0.05,0.58,0.22,0.76,0.31,0.95,0.23,0.64,0.72,0.87,0.31
