,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.6,0.72,0.37,0.94,0.32,0.82
kmess.csv,0.18,0.46,0.46,0.41,0.54,0.38
minig.csv,0.98,0.74,0.29,0.98,0.03,0.93
ossbuild.csv,0.25,0.46,0.43,0.26,0.1,0.38
rezilla.csv,0.28,0.2,0.11,0.43,0.0,0.67
webdriver.csv,0.12,0.22,0.63,0.0,0.49,0.33
