,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.63,0.62,0.48,0.88,0.78,0.85
kmess.csv,0.32,0.56,0.26,0.47,0.44,0.65
minig.csv,0.89,0.58,0.65,0.97,0.04,0.7
ossbuild.csv,0.32,0.67,0.46,0.75,0.27,0.53
rezilla.csv,0.84,0.18,0.37,0.28,0.04,0.7
webdriver.csv,0.11,0.71,0.61,0.0,0.51,0.54
