,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.06,0.0,0.5,0.11,0.65,0.48,0.24,0.07,0.18,0.0,0.79,0.29,0.26,0.37,0.52,0.0
codeblocks.csv,0.54,0.65,0.3,0.44,0.49,0.72,0.61,0.64,0.73,0.44,0.51,0.47,0.78,0.39,0.49,0.51
grisbi.csv,0.49,0.52,0.63,0.35,0.54,0.6,0.84,0.51,0.37,0.41,0.61,0.54,0.84,0.34,0.55,0.71
libmesh.csv,0.17,0.2,0.27,0.06,0.17,0.04,0.25,0.5,0.76,0.0,0.23,0.34,0.48,0.04,0.24,0.11
mesa3d.csv,0.33,0.6,0.49,0.59,0.06,0.68,0.33,0.52,0.45,0.51,0.61,0.47,0.65,0.46,0.54,0.52
panda3d.csv,0.09,0.39,0.46,0.46,0.33,0.4,0.56,0.06,0.14,0.7,0.44,0.51,0.36,0.29,0.5,0.47
proftp.csv,0.17,0.32,0.51,0.11,0.28,0.72,0.34,0.27,0.05,0.0,0.0,0.2,0.02,0.19,0.06,0.0
qmmp.csv,0.57,0.48,0.51,0.61,0.54,0.51,0.69,0.13,0.09,0.17,0.52,0.43,0.67,0.51,0.66,0.48
red5.csv,0.3,0.5,0.66,0.66,0.54,0.62,0.25,0.6,0.67,0.17,0.13,0.38,0.84,0.28,0.61,0.24
soar.csv,0.34,0.0,0.39,0.34,0.0,0.0,0.0,0.26,0.0,0.13,0.05,0.0,0.0,0.65,0.0,0.0
super-tux.csv,0.38,0.45,0.6,0.53,0.57,0.62,0.0,0.69,0.65,0.17,0.57,0.56,0.93,0.04,0.68,0.44
t-2.csv,0.4,0.63,0.45,0.34,0.56,0.16,0.0,0.66,0.57,0.0,0.69,0.39,0.53,0.29,0.59,0.37
tart.csv,0.33,0.26,0.61,0.48,0.63,0.49,0.81,0.29,0.49,0.27,0.94,0.37,0.46,0.35,0.57,0.01
tcvp.csv,0.06,0.17,0.0,0.02,0.0,0.0,0.02,0.07,0.0,0.85,0.0,0.0,0.01,0.0,0.0,0.0
utgb.csv,0.06,0.49,0.69,0.34,0.33,0.57,0.35,0.06,0.18,0.57,0.61,0.43,0.45,0.43,0.31,0.49
xbrlapi.csv,0.71,0.02,0.47,0.49,0.33,0.24,0.49,0.49,0.22,0.0,0.23,0.29,0.01,0.51,0.16,0.01
