,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.44,0.5,0.84,0.97,0.64,0.74,0.5,0.5,1.04,0.64,0.66,0.34,0.4,0.39,0.44,0.59,0.58
dynalloy.csv,0.76,0.83,0.34,0.64,1.02,1.0,0.6,0.89,0.57,0.74,0.81,0.85,0.84,0.76,0.77,0.72,0.75
enzo.csv,0.68,0.56,0.66,0.9,0.83,0.75,0.81,0.51,1.01,0.74,0.69,0.31,0.91,0.74,0.76,0.64,0.62
hydrogen.csv,0.64,1.0,1.0,1.0,1.0,1.0,1.0,0.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62,0.57
jcae.csv,1.0,0.74,0.86,0.22,1.03,0.75,0.71,0.5,1.0,0.92,0.76,0.99,0.64,0.47,0.39,0.94,1.0
kmatplot.csv,0.84,0.35,0.73,0.61,0.91,0.65,0.67,0.46,0.97,1.0,0.94,1.0,0.61,0.65,0.71,0.81,0.6
lphant.csv,0.75,0.49,0.84,0.96,0.77,0.9,0.68,0.62,0.91,0.58,0.79,0.47,0.4,0.6,0.54,0.42,0.52
natpad.csv,0.49,0.41,0.7,1.0,0.75,0.78,0.47,0.42,0.96,0.76,1.0,0.86,0.67,0.63,0.51,0.71,0.43
nosleepsoftware.csv,0.51,0.93,0.98,1.0,0.36,1.0,0.97,1.0,0.97,1.0,0.98,0.81,0.96,0.9,0.8,0.74,0.97
ossbuild.csv,0.85,0.7,0.54,0.46,1.1,0.87,0.57,0.54,0.35,0.61,0.57,0.83,0.65,0.71,0.46,0.76,0.7
quarkplayer.csv,0.77,0.68,0.83,0.85,1.02,0.75,0.79,0.92,0.72,0.4,0.89,0.77,0.89,0.85,1.0,0.88,0.81
quickfast.csv,0.83,0.61,0.8,0.77,0.47,0.84,0.78,0.57,0.82,0.69,0.6,1.0,0.85,0.95,0.58,0.34,0.82
rezilla.csv,0.9,0.61,0.84,0.57,0.83,0.37,0.86,0.41,0.84,1.01,0.79,0.95,0.99,0.81,0.93,0.45,0.87
rhex.csv,0.27,0.66,0.8,0.76,0.43,0.84,0.7,0.46,1.0,0.68,0.78,0.78,0.95,0.82,0.52,0.73,1.0
rocrail.csv,0.61,0.47,0.68,0.56,0.59,0.84,0.83,0.46,0.95,0.7,0.56,0.6,0.47,0.73,0.25,0.66,0.42
virtuoso.csv,0.84,0.74,0.99,0.96,1.0,0.97,0.94,0.9,1.0,0.88,0.63,1.0,0.94,0.91,0.96,0.77,1.0
yield.csv,0.78,0.6,0.88,1.0,0.69,0.8,0.34,0.71,0.89,0.64,0.81,0.6,0.7,0.52,0.64,0.73,0.66
