,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.3,0.73,0.16,0.52,0.54,0.41,0.66
flexpay.csv,0.14,0.5,0.26,0.25,0.5,0.73,0.75
modellus.csv,0.14,0.83,0.21,0.62,0.83,0.8,0.79
open-data-kit.csv,0.17,0.62,0.18,0.36,0.55,0.59,0.84
phet.csv,0.42,0.47,0.1,0.2,0.19,0.3,0.52
qtractor.csv,0.15,0.76,0.21,0.48,0.55,0.68,0.81
sumatrapdf.csv,0.24,0.68,0.17,0.37,0.72,0.54,0.69
