,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.67,0.39,0.49,0.62,0.42,0.3,0.7
flexpay.csv,0.29,0.43,0.45,0.05,0.03,0.44,0.39
modellus.csv,0.28,0.54,0.57,0.38,0.48,0.77,0.75
open-data-kit.csv,0.33,0.82,0.82,0.67,0.52,0.9,0.71
phet.csv,0.62,0.54,0.13,0.29,0.35,0.27,0.54
qtractor.csv,0.33,0.68,0.57,0.62,0.58,0.76,0.63
sumatrapdf.csv,0.91,0.82,0.97,0.9,0.74,0.92,0.92
