,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.4,0.97,0.53,0.48,0.27,0.25,0.99,0.12
forester-atv.csv,0.8,0.96,0.56,0.68,0.36,0.5,0.94,0.09
google-collections.csv,0.49,1.0,0.49,0.39,0.23,0.19,0.88,0.12
jsecurity.csv,0.68,1.0,0.6,0.41,0.29,0.4,0.77,0.16
opensim4opencog.csv,0.66,1.0,0.58,0.27,0.35,0.22,0.86,0.26
paintown.csv,0.78,0.97,0.49,0.39,0.24,0.18,0.88,0.19
smbopensoft.csv,0.41,0.97,0.77,0.46,0.23,0.35,0.91,0.11
thout.csv,0.42,0.99,0.5,0.5,0.45,0.29,0.91,0.12
