,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,6.0,0.0,1.0,3.0,4.0,17.0,0.0,11.0
forester-atv.csv,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
google-collections.csv,3.0,0.0,1.0,3.0,2.0,11.0,1.0,13.0
jsecurity.csv,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
opensim4opencog.csv,2.0,0.0,2.0,13.0,0.0,25.0,3.0,3.0
paintown.csv,0.0,0.0,1.0,3.0,2.0,11.0,1.0,5.0
smbopensoft.csv,3.0,0.0,0.0,3.0,17.0,1.0,0.0,13.0
thout.csv,3.0,0.0,1.0,0.0,1.0,3.0,0.0,13.0
