,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.51,0.91,0.95,0.85,0.75,0.49,0.84,0.7
forester-atv.csv,0.06,0.29,0.89,0.81,0.23,0.1,0.17,0.22
google-collections.csv,1.0,0.82,1.0,0.96,1.0,1.0,0.99,1.0
jsecurity.csv,0.28,0.14,0.5,0.77,0.27,0.72,0.17,0.57
opensim4opencog.csv,0.51,0.4,0.07,0.31,0.61,0.64,0.41,0.52
paintown.csv,0.69,0.92,0.99,0.88,0.98,0.95,0.99,0.7
smbopensoft.csv,0.65,0.81,0.81,0.92,0.84,0.41,0.62,0.74
thout.csv,0.71,0.92,0.96,0.31,0.61,0.59,0.95,1.0
