,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.3,0.21,0.48,0.37,0.31,0.64,0.02,0.04,0.06,0.33,0.19,0.33,0.16,0.05,0.35,0.53
bdbbasic.csv,0.6,0.48,0.57,0.47,0.31,0.65,0.21,0.23,0.8,0.59,0.41,0.5,0.48,0.43,0.63,0.47
crux-framework.csv,0.38,0.45,0.15,0.31,0.11,0.39,0.53,0.17,0.4,0.15,0.25,0.36,0.0,0.3,0.98,0.09
echongl.csv,0.53,0.41,0.24,0.55,0.51,0.56,0.21,0.48,0.71,0.86,0.46,0.53,0.62,0.61,0.51,0.55
etherboot.csv,0.04,0.64,0.0,0.04,0.6,0.06,0.0,0.62,0.47,0.0,0.0,0.06,0.0,0.0,0.64,0.0
freebios.csv,0.44,0.27,0.34,0.51,0.46,0.17,0.81,0.33,0.41,0.5,0.43,0.41,0.52,0.23,0.68,0.18
gebr.csv,0.13,0.0,0.05,0.0,0.38,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glelite.csv,0.61,0.33,0.09,0.24,0.27,0.3,0.39,0.69,0.0,0.0,0.4,0.59,0.97,0.09,0.24,0.13
gnukeda.csv,0.43,0.7,0.54,0.74,0.46,0.59,0.32,0.57,0.5,0.45,0.53,0.21,0.0,0.28,0.49,0.35
google-gears.csv,0.73,0.72,0.59,0.42,0.56,0.05,0.4,0.65,0.41,0.21,0.56,0.7,0.0,0.68,0.79,0.42
gstreamer.csv,0.64,0.23,0.27,0.57,0.49,0.38,0.39,0.53,0.51,0.36,0.63,0.65,0.52,0.71,0.33,0.0
jnode.csv,0.0,0.39,0.72,0.44,0.06,0.0,0.15,0.38,0.25,0.14,0.13,0.19,0.01,0.02,0.37,0.09
metacosm.csv,0.4,0.56,0.57,0.45,0.17,0.47,0.12,0.49,0.37,0.41,0.57,0.36,0.39,0.4,0.66,0.7
openmeetings.csv,0.64,0.92,0.66,0.25,0.63,0.6,0.05,0.43,0.46,0.48,0.56,0.35,0.52,0.39,0.69,0.55
tradelink.csv,0.12,0.42,0.37,0.4,0.49,0.56,0.5,0.62,0.72,0.52,0.68,0.26,0.64,0.5,0.52,0.6
wxcrp.csv,0.67,0.26,0.24,0.45,0.0,0.65,0.42,0.0,0.51,0.21,0.69,0.59,0.71,0.56,0.56,0.13
