,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.27,0.25,0.59,0.22,0.25,0.25,0.06,0.0,0.06,0.61,0.04,0.24,0.67,0.02,0.52,0.55
bdbbasic.csv,0.43,0.78,0.39,0.34,0.31,0.45,0.18,0.0,0.18,0.74,0.25,0.27,0.0,0.08,0.49,0.84
crux-framework.csv,0.41,0.25,0.04,0.41,0.07,0.81,0.71,0.18,0.43,0.0,0.09,0.3,0.0,0.19,0.1,0.19
echongl.csv,0.41,0.13,0.94,0.62,0.8,0.55,0.22,0.08,0.49,0.16,0.29,0.43,0.67,0.37,0.74,0.58
etherboot.csv,0.0,0.07,0.0,0.0,0.33,0.01,0.0,0.29,0.16,0.0,1.0,0.05,1.0,0.0,0.74,1.0
freebios.csv,0.68,0.13,0.41,0.66,0.49,0.24,0.22,0.82,0.61,0.18,0.68,0.76,0.33,0.43,0.7,0.06
gebr.csv,0.97,1.0,0.99,1.0,0.89,0.99,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glelite.csv,0.75,0.91,0.98,0.94,0.93,0.92,0.88,0.42,1.0,1.0,0.86,0.73,0.0,0.98,0.94,0.97
gnukeda.csv,0.87,0.63,0.54,0.25,0.84,0.66,0.47,0.32,0.33,0.82,0.49,0.95,1.0,0.14,0.76,0.9
google-gears.csv,0.4,0.42,0.75,0.25,0.77,0.99,0.82,0.58,0.88,0.95,0.51,0.43,1.0,0.63,0.57,0.87
gstreamer.csv,0.69,0.94,0.6,0.41,0.77,0.89,0.8,0.11,0.82,0.89,0.69,0.57,0.67,0.26,0.91,1.0
jnode.csv,0.05,0.36,0.16,0.38,0.1,0.11,0.06,0.76,0.22,0.13,0.05,0.3,0.0,0.05,0.21,0.06
metacosm.csv,0.13,0.52,0.56,0.22,0.25,0.2,0.12,0.03,0.04,0.61,0.45,0.11,0.33,0.08,0.37,0.29
openmeetings.csv,0.24,0.18,0.42,0.09,0.64,0.26,0.04,0.05,0.22,0.79,0.3,0.24,0.0,0.21,0.23,0.32
tradelink.csv,0.05,0.86,0.89,0.25,0.75,0.48,0.47,0.37,0.33,0.11,0.3,0.14,0.67,0.8,0.72,0.58
wxcrp.csv,0.23,0.93,0.94,0.81,1.0,0.69,0.84,1.0,0.82,0.95,0.45,0.59,0.67,0.77,0.67,0.97
