,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.11,0.12,0.41,0.37,0.99,0.25,0.25,0.75,0.94
bzbyte.csv,0.13,0.13,0.44,0.39,0.41,0.21,0.33,1.0,0.94
encog-java.csv,1.0,0.11,0.43,0.8,0.47,0.2,0.21,0.7,0.92
galaxium.csv,0.28,0.25,0.57,0.64,0.58,0.31,1.0,0.75,0.93
h2database.csv,0.16,1.0,0.4,0.5,0.75,0.19,0.32,0.71,0.94
haphazard.csv,0.08,0.16,0.4,0.39,0.37,1.0,0.13,0.71,0.96
jaql.csv,0.19,0.17,0.39,1.0,0.42,0.21,0.39,0.81,0.94
raven-monitoring.csv,0.1,0.12,1.0,0.58,0.35,0.28,0.25,0.72,0.94
v8.csv,0.15,0.16,0.48,0.54,0.41,0.2,0.34,0.83,1.0
