,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.24,0.09,0.35,0.66,0.14,0.1,0.12,0.0,0.13
flylegacy.csv,0.88,0.45,0.7,0.47,0.38,0.67,0.92,0.32,0.98
ftm.csv,0.36,0.15,0.48,0.36,0.19,0.3,0.64,0.24,0.69
jguard.csv,0.76,0.15,0.67,0.74,0.84,0.63,0.96,0.68,1.0
m-a-d-n-e-s-s.csv,0.12,0.0,0.16,0.11,0.02,0.0,0.68,0.04,0.77
mob-sen-plat.csv,0.88,0.85,0.9,0.69,0.83,0.9,0.92,0.6,0.8
raygina.csv,0.8,0.0,0.68,0.64,0.23,0.3,0.36,0.44,0.1
upp-mirror.csv,0.4,0.18,0.73,0.33,0.62,0.2,0.64,0.28,0.36
yarp.csv,0.24,0.06,0.27,0.07,0.0,0.3,0.36,0.64,0.02
