,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.47,0.22,0.2,0.22,0.23,0.07,0.25,1.0,0.26,0.67,0.0,0.05,0.23,0.12,0.5,0.28,0.09,0.1
arsenal-1.csv,0.29,0.44,0.5,0.26,0.14,0.96,0.05,0.0,0.0,0.67,0.1,0.14,0.59,0.04,0.12,0.1,0.02,0.02
atomsite.csv,0.26,0.52,0.8,0.52,1.0,0.63,0.55,0.45,0.39,1.0,0.6,0.14,0.58,0.4,0.5,0.41,0.36,0.29
barracudamvc.csv,0.69,1.0,0.85,0.91,1.0,0.93,0.89,0.91,0.61,1.0,0.9,0.86,0.88,0.96,0.88,0.69,0.83,1.0
bionote.csv,0.36,0.23,0.0,0.17,0.09,0.11,0.09,0.23,0.15,0.33,0.0,0.05,0.05,0.16,1.0,0.34,0.17,0.05
bulmages.csv,0.0,0.25,0.3,0.0,0.14,0.07,0.02,0.0,0.0,0.0,0.0,1.0,0.01,0.6,0.0,0.17,0.07,0.02
fm-classic.csv,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelcast.csv,0.71,0.95,0.6,0.96,0.91,0.78,1.0,1.0,0.81,1.0,0.9,0.76,0.93,0.84,0.88,0.9,0.97,0.74
jppf-project.csv,1.0,0.9,0.4,0.78,0.91,0.96,0.82,0.73,0.41,0.67,0.8,1.0,1.0,1.0,0.75,0.83,0.72,0.9
megasquirtavr.csv,1.0,0.7,0.7,1.0,0.95,1.0,0.96,0.82,1.0,0.67,0.4,0.52,1.0,0.8,1.0,0.66,0.91,0.6
mevenide.csv,0.78,0.55,0.9,0.57,0.5,0.26,0.56,0.5,0.57,0.33,0.5,0.43,0.59,0.44,0.88,0.86,0.9,0.79
mumble.csv,0.11,0.37,0.15,0.39,0.41,0.22,0.29,0.27,0.22,0.0,0.0,0.05,0.16,0.92,0.88,0.1,0.22,0.07
mycila.csv,0.29,0.21,0.4,0.17,0.27,0.0,0.22,0.41,0.85,0.33,0.9,0.95,0.21,0.12,0.0,0.1,0.12,0.19
opengs.csv,0.49,0.35,0.05,0.39,0.45,0.41,0.47,0.68,0.96,0.33,0.2,0.0,0.27,0.4,0.5,0.38,0.66,0.21
openintents.csv,0.38,0.34,0.2,0.96,0.64,0.3,0.51,0.68,0.35,0.0,0.2,0.29,0.23,0.44,0.75,0.55,0.5,0.55
tweetsharp.csv,0.4,0.64,0.75,0.43,0.36,0.93,0.27,0.73,0.98,0.0,0.8,0.52,0.36,0.76,0.38,0.66,0.5,0.98
xharbour.csv,1.0,0.82,0.55,0.7,0.45,1.0,0.8,0.77,0.87,1.0,0.4,0.52,0.7,0.52,0.75,0.66,0.91,0.55
