,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.35,0.79,0.83,0.9,0.8,0.67,0.57,0.45,0.89,0.73,0.86,0.5,0.76,0.75,0.88,0.82,0.8,0.83
arsenal-1.csv,0.59,0.47,0.76,0.52,0.8,0.54,0.67,0.0,0.86,0.35,0.83,0.86,0.45,0.5,0.5,0.95,0.0,0.0
atomsite.csv,0.64,0.49,0.6,0.39,0.59,0.41,0.45,0.59,0.61,0.36,0.46,0.94,0.48,0.78,0.83,0.55,0.57,0.6
barracudamvc.csv,0.51,0.37,0.58,0.31,0.4,0.34,0.43,0.33,0.42,0.33,0.38,0.45,0.35,0.4,0.41,0.48,0.37,0.39
bionote.csv,0.53,0.84,0.0,0.89,0.83,0.67,0.8,0.8,0.9,0.75,0.0,0.8,0.8,0.83,0.88,0.95,0.9,0.5
bulmages.csv,0.0,0.96,0.68,0.0,0.75,0.5,0.67,0.8,0.0,0.8,0.5,0.86,0.0,0.62,0.0,0.94,0.75,0.67
fm-classic.csv,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelcast.csv,0.32,0.31,0.45,0.26,0.33,0.31,0.35,0.3,0.33,0.29,0.35,0.37,0.31,0.38,0.37,0.42,0.3,0.3
jppf-project.csv,0.39,0.35,0.87,0.34,0.42,0.38,0.43,0.42,0.56,0.32,0.43,0.44,0.34,0.39,0.41,0.5,0.4,0.42
megasquirtavr.csv,0.39,0.36,0.86,0.27,0.39,0.36,0.38,0.32,0.35,0.29,0.45,0.65,0.33,0.47,0.37,0.49,0.33,0.5
mevenide.csv,0.43,0.47,0.54,0.38,0.51,0.94,0.54,0.58,0.58,0.4,0.58,0.77,0.45,0.62,0.38,0.88,0.36,0.49
mumble.csv,0.91,0.47,0.8,0.59,0.56,0.71,0.56,0.8,0.94,0.9,0.67,0.86,0.93,0.61,0.6,0.91,0.69,0.83
mycila.csv,0.86,0.96,0.9,0.79,0.85,0.5,0.86,0.48,0.4,0.92,0.89,0.44,0.95,0.88,0.86,0.89,0.86,0.93
opengs.csv,0.35,0.59,0.8,0.59,0.52,0.55,0.42,0.48,0.62,0.92,0.88,0.0,0.65,0.61,0.71,0.68,0.38,0.67
openintents.csv,0.52,0.52,0.92,0.55,0.47,0.53,0.45,0.45,0.62,0.75,0.73,0.93,0.71,0.7,0.63,0.64,0.5,0.55
tweetsharp.csv,0.66,0.48,0.65,0.71,0.69,0.38,0.71,0.4,0.37,0.94,0.42,0.55,0.71,0.44,0.67,0.56,0.53,0.47
xharbour.csv,0.39,0.38,0.62,0.35,0.58,0.36,0.43,0.44,0.53,0.29,0.6,0.52,0.41,0.61,0.45,0.58,0.33,0.53
