,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.63,0.36,0.31,0.3,0.31,0.13,0.41,1.0,0.39,0.22,0.0,0.09,0.37,0.21,0.5,0.35,0.16,0.17
arsenal-1.csv,0.44,0.57,0.25,0.27,0.22,0.98,0.1,0.0,0.0,0.08,0.09,0.21,0.72,0.07,0.2,0.12,0.03,0.05
atomsite.csv,0.41,0.64,0.41,0.41,1.0,0.56,0.68,0.51,0.43,0.12,0.26,0.16,0.71,0.47,0.4,0.29,0.53,0.42
barracudamvc.csv,0.73,1.0,0.33,0.58,0.49,0.62,0.88,0.57,0.46,0.09,0.3,0.3,0.9,0.42,0.25,0.32,0.9,0.86
bionote.csv,0.52,0.37,0.0,0.25,0.14,0.2,0.17,0.37,0.25,0.29,0.0,0.08,0.1,0.26,1.0,0.39,0.29,0.09
bulmages.csv,0.0,0.39,0.31,0.0,0.23,0.14,0.03,0.0,0.0,0.0,0.0,1.0,0.02,0.38,0.0,0.21,0.13,0.04
fm-classic.csv,0.0,0.07,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelcast.csv,0.78,0.89,0.45,0.58,0.55,0.64,1.0,0.64,0.55,0.08,0.36,0.38,0.92,0.51,0.23,0.4,0.98,0.73
jppf-project.csv,0.9,0.87,0.37,0.56,0.46,0.66,0.83,0.53,0.34,0.06,0.3,0.34,0.99,0.43,0.21,0.37,0.84,0.81
megasquirtavr.csv,0.9,0.77,0.82,0.58,0.49,0.64,0.94,0.57,0.59,0.06,0.21,0.27,0.96,0.43,0.24,0.42,0.95,0.62
mevenide.csv,0.79,0.65,0.33,0.46,0.34,0.33,0.66,0.46,0.49,0.04,0.24,0.28,0.72,0.31,0.24,0.93,0.94,0.76
mumble.csv,0.2,0.51,0.24,0.45,0.45,0.29,0.45,0.37,0.33,0.0,0.0,0.07,0.28,0.96,0.5,0.15,0.37,0.12
mycila.csv,0.43,0.34,0.26,0.22,0.29,0.0,0.35,0.4,0.54,0.12,0.95,0.33,0.34,0.18,0.0,0.11,0.22,0.29
opengs.csv,0.64,0.5,0.08,0.45,0.47,0.45,0.64,0.67,0.98,0.13,0.22,0.0,0.42,0.42,0.28,0.39,0.78,0.33
openintents.csv,0.51,0.49,0.24,0.98,0.48,0.36,0.67,0.71,0.4,0.0,0.19,0.34,0.37,0.38,0.44,0.37,0.66,0.65
tweetsharp.csv,0.56,0.74,0.42,0.5,0.28,0.6,0.42,0.52,0.58,0.0,0.32,0.3,0.51,0.45,0.17,0.34,0.66,0.96
xharbour.csv,0.99,0.82,0.42,0.51,0.36,0.64,0.81,0.61,0.71,0.08,0.23,0.25,0.81,0.35,0.25,0.36,0.95,0.62
