,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.11,0.05,0.03,0.15,0.11,0.03,0.0,0.0,0.05,0.19,0.17,0.01,0.0,0.02,0.08,0.1,0.0,0.13
arsenal-1.csv,0.11,0.55,0.67,0.45,0.04,0.0,0.0,0.0,0.09,0.69,0.26,0.05,0.5,0.02,0.02,0.18,0.0,0.0
atomsite.csv,0.11,0.65,0.58,0.73,0.0,0.55,0.3,0.23,0.3,0.65,0.74,0.16,0.62,0.12,0.15,0.47,0.0,0.2
barracudamvc.csv,0.89,0.0,0.9,0.85,0.98,0.9,0.7,0.9,0.75,0.85,0.98,1.0,0.88,0.98,0.81,0.88,1.0,0.93
bionote.csv,0.05,0.05,0.01,0.15,0.09,0.0,0.0,0.0,0.03,0.04,0.02,0.05,0.0,0.03,0.0,0.14,0.0,0.0
bulmages.csv,0.0,0.1,0.18,0.0,0.02,0.0,0.2,0.16,0.0,0.07,0.05,0.0,0.0,0.58,0.02,0.15,0.0,0.13
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0
hazelcast.csv,0.47,1.0,0.29,0.94,0.67,0.58,0.0,0.81,0.79,0.99,0.74,0.59,1.0,0.57,0.87,0.84,0.0,0.8
jppf-project.csv,1.0,0.95,0.21,0.7,0.98,0.84,0.8,0.71,0.69,0.88,0.86,1.0,0.12,1.0,0.83,0.86,0.0,0.93
megasquirtavr.csv,1.0,0.65,0.0,1.0,0.93,1.0,0.5,0.74,0.99,0.93,0.6,0.64,1.0,0.74,1.0,0.48,1.0,0.87
mevenide.csv,0.95,0.75,0.99,0.64,0.7,0.29,0.8,0.48,0.55,0.69,0.62,0.42,0.5,0.55,0.83,0.0,1.0,0.8
mumble.csv,0.05,0.4,0.03,0.24,0.2,0.26,0.0,0.13,0.08,0.15,0.07,0.08,0.0,0.0,0.25,0.09,0.0,0.2
mycila.csv,0.16,0.05,0.47,0.3,0.3,0.06,0.2,0.45,0.92,0.18,0.0,1.0,0.25,0.08,0.13,0.27,0.0,0.4
opengs.csv,0.26,0.35,0.05,0.24,0.24,0.35,0.0,0.26,0.0,0.16,0.14,0.01,0.12,0.2,0.33,0.19,1.0,0.2
openintents.csv,0.47,0.3,0.12,0.0,0.48,0.29,0.1,0.16,0.3,0.06,0.21,0.1,0.0,0.34,0.25,0.48,1.0,0.4
tweetsharp.csv,0.16,0.5,0.49,0.21,0.61,1.0,0.2,0.77,0.97,0.24,0.76,0.52,0.62,0.62,0.46,0.72,1.0,0.13
xharbour.csv,0.05,0.95,0.29,0.73,0.5,1.0,0.9,0.55,0.4,0.97,0.5,0.7,0.25,0.55,0.65,0.67,1.0,0.6
