,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.54,0.78,0.8,0.8,0.78,0.93,0.75,0.0,0.74,0.38,1.01,0.95,0.77,0.88,0.51,0.73,0.91,0.91
arsenal-1.csv,0.72,0.79,0.84,0.87,0.86,0.04,0.95,1.0,1.0,0.77,0.94,0.86,0.65,0.96,0.88,0.91,0.98,0.98
atomsite.csv,0.74,0.81,0.61,0.87,0.0,0.66,0.54,0.59,0.68,0.65,0.84,0.87,0.76,0.61,0.52,0.75,0.64,0.74
barracudamvc.csv,0.95,0.0,0.92,0.85,0.98,0.91,0.71,0.91,0.85,0.85,0.98,1.01,0.88,0.99,0.82,0.93,1.01,0.93
bionote.csv,0.65,0.77,1.0,0.84,0.91,0.89,0.91,0.77,0.85,0.67,1.0,0.95,0.95,0.84,0.0,0.67,0.83,0.95
bulmages.csv,1.0,0.76,0.72,1.0,0.86,0.93,1.0,1.01,1.0,1.0,1.0,0.0,0.99,0.71,1.0,0.84,0.93,0.99
fm-classic.csv,1.0,0.96,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hazelcast.csv,0.55,1.0,0.49,0.94,0.68,0.62,0.0,0.81,0.81,0.99,0.74,0.63,1.0,0.59,0.87,0.85,0.03,0.84
jppf-project.csv,1.0,0.95,0.63,0.73,0.98,0.84,0.82,0.76,0.91,0.94,0.88,1.0,0.12,1.0,0.86,0.88,0.28,0.94
megasquirtavr.csv,1.0,0.71,0.3,1.0,0.94,1.0,0.5,0.76,0.99,0.98,0.85,0.8,1.0,0.77,1.0,0.59,1.0,0.96
mevenide.csv,0.97,0.87,0.99,0.77,0.86,0.8,0.91,0.7,0.69,0.96,0.8,0.71,0.65,0.79,0.84,0.14,1.01,0.83
mumble.csv,0.89,0.75,0.85,0.66,0.62,0.82,0.71,0.74,0.78,1.01,1.0,0.96,0.84,0.08,0.28,0.9,0.78,0.95
mycila.csv,0.73,0.79,0.76,0.88,0.79,1.0,0.81,0.74,0.93,0.69,0.1,1.0,0.83,0.88,1.01,0.94,0.88,0.9
opengs.csv,0.57,0.74,0.95,0.66,0.6,0.69,0.53,0.41,0.04,0.69,0.81,1.0,0.74,0.63,0.6,0.65,1.06,0.81
openintents.csv,0.78,0.72,0.81,0.04,0.6,0.76,0.5,0.36,0.71,1.0,0.83,0.72,0.77,0.65,0.35,0.65,1.12,0.6
tweetsharp.csv,0.62,0.62,0.55,0.6,0.88,1.0,0.75,0.82,0.97,1.03,0.79,0.71,0.9,0.66,0.78,0.79,1.12,0.14
xharbour.csv,0.05,0.97,0.53,0.79,0.74,1.0,0.92,0.59,0.42,0.97,0.78,0.85,0.39,0.73,0.7,0.75,1.0,0.75
