,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.26,0.64,0.75,0.66,0.74,0.64,0.39,0.54,0.33,0.62,0.53,0.77,0.68,0.26,0.44
firebird.csv,0.27,0.62,0.59,0.64,0.69,0.6,0.42,0.58,0.47,0.67,0.56,0.72,0.5,0.38,0.48
flylegacy.csv,0.19,0.67,0.79,0.64,0.75,0.63,0.36,0.59,0.25,0.74,0.54,0.53,0.67,0.32,0.39
gzigzag.csv,0.29,0.74,0.61,0.59,0.6,0.29,0.41,0.67,0.51,0.5,0.49,0.45,0.58,0.44,0.54
hydrogen.csv,0.24,0.63,0.85,0.69,0.81,0.65,0.28,0.64,0.49,0.7,0.56,0.79,0.68,0.0,0.35
mcore3d.csv,0.27,0.68,0.79,0.57,0.75,0.62,0.36,0.3,0.41,0.63,0.42,0.26,0.2,0.33,0.56
nabu-library.csv,0.17,0.14,0.12,0.66,0.73,0.6,0.28,0.3,0.27,0.35,0.39,0.49,0.82,0.2,0.05
ogrehg.csv,0.33,0.62,0.57,0.51,0.72,0.67,0.43,0.5,0.38,0.64,0.63,0.41,0.51,0.39,0.59
qgo.csv,0.24,0.85,0.84,0.65,0.73,0.67,0.39,0.56,0.35,0.67,0.55,0.75,0.69,0.34,0.41
qtractor.csv,0.31,0.25,0.56,0.55,0.73,0.68,0.41,0.58,0.37,0.76,0.59,0.64,0.54,0.41,0.49
rhex.csv,0.45,0.61,0.64,0.38,0.24,0.34,0.27,0.38,0.41,0.34,0.3,0.05,0.66,0.24,0.27
rocrail.csv,0.33,0.67,0.74,0.59,0.63,0.66,0.34,0.6,0.43,0.61,0.5,0.45,0.71,0.34,0.65
webdriver.csv,0.26,0.66,0.73,0.65,0.74,0.68,0.42,0.73,0.35,0.64,0.56,0.66,0.38,0.4,0.56
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0
yield.csv,0.22,0.64,0.81,0.69,0.79,0.75,0.39,0.62,0.3,0.69,0.61,0.77,0.57,0.31,0.45
