,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.65,0.85,0.79,0.6,0.62,1.26,0.0,1.03,0.79,0.61,0.73,0.69,0.62,0.41,0.89,0.7,0.81
codepurge.csv,0.73,0.92,0.6,0.82,0.76,1.07,0.85,0.67,0.74,0.51,0.0,0.62,0.64,0.5,0.59,0.6,0.79
crisscross.csv,0.89,1.0,0.05,0.94,0.92,1.02,0.96,0.73,0.8,0.94,0.84,0.91,0.93,1.04,0.88,0.78,0.96
elvishrayrenderer.csv,0.75,0.55,0.58,0.79,0.73,0.61,0.94,0.35,0.77,0.69,0.77,0.8,0.63,0.94,0.0,0.84,0.73
gisgraphy.csv,0.83,0.83,0.76,0.84,0.93,1.01,0.86,0.74,0.89,0.84,0.88,0.82,0.6,1.02,0.75,0.73,0.05
ivataopenportal.csv,0.81,0.83,0.94,0.69,0.04,1.11,0.83,0.5,0.62,0.66,0.83,0.92,0.59,1.26,0.69,0.74,0.8
lite.csv,0.82,0.92,0.95,0.94,0.94,1.0,0.89,0.87,0.75,0.07,0.96,0.79,0.77,1.0,0.92,0.86,0.89
mb-unit.csv,0.95,0.77,0.59,0.06,0.82,0.66,0.91,0.15,0.78,0.54,0.53,0.56,0.66,0.94,0.85,0.49,0.85
nova.csv,0.62,0.0,0.58,0.72,0.7,0.73,0.69,1.03,0.64,0.6,0.77,0.73,0.44,0.38,0.74,0.4,0.83
olex2.csv,0.56,0.77,0.71,0.65,0.64,0.47,0.72,0.59,0.65,0.63,0.88,0.05,0.53,0.82,0.63,0.51,0.83
openwbem.csv,0.12,0.92,0.76,0.77,0.73,0.51,0.66,1.07,0.61,0.83,0.68,0.77,0.82,0.88,0.85,0.74,0.61
stajistics.csv,0.59,0.86,0.63,0.73,0.69,0.49,0.74,1.07,0.55,0.47,0.51,0.64,0.03,1.08,0.52,0.62,0.77
uwom.csv,0.64,0.68,0.81,0.72,0.81,0.78,0.75,1.01,0.52,0.97,0.69,0.71,0.75,1.27,0.77,0.07,0.64
xcmetadataservicestoolkit.csv,0.67,1.0,0.59,0.64,0.62,1.04,0.74,0.9,0.0,0.89,0.88,0.85,0.91,0.78,0.81,0.71,0.83
