,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.0,1.0,5.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,32.0,1.0,8.0,38.0,0.0,4.0,0.0
codepurge.csv,10.0,0.0,8.0,0.0,0.0,59.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,40.0,0.0,8.0,2.0
crisscross.csv,4.0,56.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1.0,10.0,9.0,3.0,103.0,2.0,5.0,1.0
elvishrayrenderer.csv,0.0,10.0,18.0,4.0,0.0,11.0,1.0,0.0,1.0,3.0,16.0,2.0,5.0,87.0,0.0,38.0,0.0
gisgraphy.csv,1.0,14.0,33.0,2.0,2.0,59.0,0.0,0.0,1.0,2.0,20.0,4.0,5.0,103.0,0.0,28.0,0.0
ivataopenportal.csv,2.0,13.0,37.0,0.0,0.0,59.0,0.0,0.0,0.0,2.0,19.0,3.0,10.0,103.0,0.0,1.0,1.0
lite.csv,0.0,0.0,3.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,103.0,0.0,2.0,2.0
mb-unit.csv,0.0,1.0,4.0,0.0,2.0,7.0,2.0,0.0,0.0,1.0,12.0,2.0,10.0,87.0,2.0,0.0,0.0
nova.csv,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,18.0,3.0,4.0,38.0,0.0,23.0,1.0
olex2.csv,6.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0,0.0,1.0,73.0,0.0,1.0,4.0
openwbem.csv,0.0,17.0,14.0,2.0,0.0,10.0,1.0,0.0,1.0,5.0,14.0,3.0,9.0,81.0,0.0,41.0,1.0
stajistics.csv,0.0,7.0,13.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,103.0,0.0,50.0,5.0
uwom.csv,0.0,12.0,36.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,11.0,6.0,8.0,103.0,0.0,0.0,1.0
xcmetadataservicestoolkit.csv,40.0,56.0,6.0,0.0,0.0,59.0,0.0,0.0,0.0,7.0,7.0,3.0,6.0,69.0,0.0,1.0,7.0
