,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.6,0.02,0.75,0.45,0.44,0.76,0.0,1.0,0.73,0.39,0.63,0.63,0.41,0.41,0.78,0.66,0.67
codepurge.csv,0.15,0.0,0.18,0.07,0.3,0.37,0.18,0.0,0.4,0.32,0.0,0.25,0.1,0.5,0.39,0.27,0.4
crisscross.csv,0.06,0.02,0.0,0.02,0.1,0.2,0.0,0.0,0.0,0.12,0.08,0.21,0.04,0.27,0.22,0.07,0.1
elvishrayrenderer.csv,0.72,0.39,0.55,0.75,0.64,0.61,0.79,0.0,0.73,0.66,0.61,0.73,0.51,0.94,0.0,0.79,0.6
gisgraphy.csv,0.08,0.8,0.55,0.59,0.1,0.17,0.03,0.0,0.4,0.83,0.78,0.62,0.38,0.21,0.33,0.29,0.0
ivataopenportal.csv,0.75,0.8,0.47,0.56,0.02,0.49,0.79,0.0,0.4,0.63,0.81,0.68,0.57,0.77,0.44,0.58,0.75
lite.csv,0.08,0.0,0.03,0.01,0.08,0.08,0.03,0.0,0.07,0.0,0.0,0.13,0.06,0.1,0.11,0.09,0.21
mb-unit.csv,0.95,0.07,0.49,0.06,0.82,0.66,0.91,0.0,0.73,0.07,0.28,0.34,0.64,0.94,0.72,0.29,0.65
nova.csv,0.58,0.0,0.5,0.58,0.65,0.73,0.39,1.0,0.53,0.56,0.65,0.72,0.25,0.38,0.67,0.32,0.75
olex2.csv,0.45,0.05,0.24,0.12,0.5,0.47,0.24,0.0,0.53,0.34,0.1,0.01,0.25,0.82,0.33,0.21,0.67
openwbem.csv,0.01,0.86,0.5,0.67,0.56,0.51,0.33,1.0,0.47,0.76,0.66,0.69,0.59,0.88,0.67,0.68,0.52
stajistics.csv,0.47,0.16,0.5,0.19,0.2,0.49,0.27,1.0,0.4,0.39,0.34,0.42,0.0,0.42,0.5,0.55,0.5
uwom.csv,0.49,0.5,0.65,0.44,0.14,0.78,0.24,1.0,0.4,0.63,0.47,0.28,0.61,0.79,0.67,0.01,0.33
xcmetadataservicestoolkit.csv,0.32,0.0,0.49,0.36,0.47,0.27,0.67,0.0,0.0,0.2,0.05,0.18,0.29,0.78,0.17,0.22,0.58
