,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,25.0,18.0,2.0,2.0
calcubetimer.csv,3.0,0.0,56.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,1.0,1.0
chaosrts.csv,0.0,0.0,3.0,7.0,1.0,25.0,0.0,2.0,1.0,0.0,1.0,8.0,7.0,10.0,0.0,0.0
dxengine.csv,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,166.0,32.0,2.0,20.0,2.0,1.0
freedom-erp.csv,1.0,0.0,56.0,4.0,0.0,1.0,144.0,1.0,0.0,0.0,0.0,1.0,3.0,107.0,0.0,1.0
joustsim.csv,0.0,0.0,2.0,5.0,3.0,6.0,38.0,1.0,0.0,1.0,15.0,1.0,19.0,14.0,2.0,2.0
jsidplay2.csv,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,17.0,27.0,0.0,0.0
madman.csv,0.0,0.0,0.0,4.0,2.0,17.0,0.0,0.0,3.0,0.0,0.0,20.0,1.0,17.0,0.0,2.0
mclient-mume.csv,0.0,0.0,1.0,4.0,1.0,0.0,37.0,0.0,0.0,0.0,2.0,4.0,8.0,15.0,3.0,2.0
primefaces.csv,0.0,0.0,2.0,5.0,3.0,17.0,1.0,0.0,0.0,0.0,1.0,30.0,25.0,18.0,0.0,1.0
reaper3d.csv,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,9.0,8.0,7.0,1.0,0.0
sblim.csv,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,9.0,2.0,0.0
sevenupdate.csv,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,19.0,18.0,2.0,2.0
springside.csv,0.0,0.0,3.0,5.0,1.0,16.0,1.0,1.0,2.0,0.0,3.0,1.0,15.0,30.0,1.0,1.0
swtfox.csv,0.0,0.0,2.0,3.0,2.0,105.0,0.0,0.0,0.0,0.0,10.0,70.0,31.0,15.0,2.0,1.0
tmva.csv,0.0,0.0,0.0,4.0,3.0,60.0,0.0,5.0,0.0,0.0,1.0,34.0,9.0,19.0,1.0,2.0
