,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.25,1.0,1.0,0.92,0.85,0.96,0.99,0.88,0.85,1.0,1.0,0.95,0.98,0.98,1.0,1.0
calcubetimer.csv,0.4,0.0,0.11,0.75,0.2,0.52,0.04,0.75,0.83,0.0,0.9,0.42,0.43,0.12,0.22,0.37
chaosrts.csv,0.6,0.0,0.59,0.63,0.15,0.38,0.24,0.74,0.43,0.5,0.3,0.25,0.33,0.46,0.11,0.16
dxengine.csv,0.1,0.0,0.04,0.18,0.85,0.45,0.71,0.57,0.1,1.0,0.0,0.68,0.14,0.32,0.67,0.26
freedom-erp.csv,0.35,0.0,0.0,0.08,0.05,0.02,0.0,0.4,0.0,0.25,0.36,0.13,0.06,0.0,0.11,0.47
joustsim.csv,0.5,1.0,0.33,0.71,0.2,0.93,0.54,0.38,0.83,0.25,0.47,0.08,0.57,0.81,0.56,0.16
jsidplay2.csv,0.35,0.0,0.52,0.47,0.2,0.21,0.07,0.63,0.3,0.75,0.84,0.2,0.55,0.34,0.0,0.63
madman.csv,0.7,0.0,0.07,0.33,0.6,0.6,0.5,0.66,0.12,0.5,0.04,0.6,0.24,0.36,0.7,0.63
mclient-mume.csv,0.4,1.0,0.11,0.71,0.2,0.27,0.62,0.02,0.57,0.0,0.11,0.1,0.29,0.72,0.19,0.21
primefaces.csv,0.95,0.83,1.0,1.0,0.45,0.64,0.31,1.0,1.0,0.5,0.34,0.93,1.0,1.0,0.22,0.58
reaper3d.csv,0.45,1.0,0.33,0.31,0.5,0.49,0.28,0.08,0.22,0.0,0.64,0.22,0.35,0.36,0.85,0.32
sblim.csv,0.1,0.0,0.63,0.47,0.05,0.23,0.0,0.29,0.75,0.0,0.27,0.13,0.78,0.12,0.19,0.32
sevenupdate.csv,1.0,0.0,0.63,0.92,0.95,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.84,1.0,1.0,1.0
springside.csv,0.75,1.0,0.37,0.63,0.35,0.36,0.28,0.54,0.4,0.0,0.34,0.23,0.49,0.77,0.78,0.37
swtfox.csv,0.55,0.5,0.93,0.24,0.75,0.2,0.95,0.2,0.25,1.0,0.46,0.42,0.8,0.68,1.0,0.63
tmva.csv,1.0,1.0,0.67,0.61,1.0,0.87,0.61,0.98,0.33,1.0,1.0,1.0,0.53,0.62,0.81,1.0
