,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.74,0.83,0.5,0.35,0.89,0.87,0.11,0.54,0.44,0.36,0.98,0.17,0.0,0.1,0.84
continuum-ide.csv,0.46,0.42,0.08,0.25,0.13,0.1,0.03,0.23,0.1,0.07,0.41,0.17,0.0,0.1,0.53
fleet-simulator.csv,0.64,0.5,0.81,0.9,0.98,1.0,0.6,1.0,0.83,0.93,0.88,1.0,0.0,0.48,0.84
hydrate.csv,0.18,0.17,0.39,0.1,0.98,0.1,0.31,0.59,0.13,0.29,0.86,0.5,0.0,0.19,0.42
ivef-sdk.csv,0.74,0.33,0.53,0.7,0.66,0.0,0.63,0.59,0.17,0.29,0.07,1.0,0.88,0.48,0.0
jmri.csv,0.13,0.08,0.32,0.4,0.45,0.03,0.63,0.51,0.48,0.21,0.2,0.67,0.0,0.05,0.26
kdenlive.csv,0.38,0.33,0.47,0.7,0.7,0.9,0.37,0.79,0.98,0.71,0.76,0.5,0.0,0.43,0.63
mia.csv,0.03,0.25,0.17,0.2,0.13,0.0,0.0,0.03,0.2,0.71,0.31,0.0,0.0,0.0,0.0
ontopia.csv,0.67,0.83,0.37,0.7,0.23,0.97,0.31,0.28,0.79,0.29,0.85,0.67,0.88,0.38,0.63
opentibia.csv,0.31,0.25,0.35,0.2,0.45,0.0,0.83,0.13,0.11,0.14,0.41,0.0,1.0,0.86,0.74
runuomondains.csv,0.13,0.08,0.46,0.55,0.43,0.93,0.63,0.33,0.2,0.5,0.17,0.17,1.0,0.38,0.47
somap.csv,1.0,1.0,0.79,0.85,0.89,1.0,0.83,1.0,0.94,1.0,0.93,0.0,1.0,1.0,1.0
taverna.csv,0.05,0.17,0.07,0.3,0.17,0.0,0.51,0.05,0.12,0.5,0.07,0.0,1.0,0.86,0.0
tigermud.csv,0.9,0.83,0.91,0.7,0.4,0.0,0.37,0.85,0.28,0.57,0.24,0.67,1.0,0.48,0.68
x-ray-mule.csv,0.23,0.0,0.12,0.2,0.43,0.0,0.14,0.05,0.08,0.14,0.0,0.33,0.0,0.05,0.05
