,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.92,0.93,0.66,0.58,0.91,0.88,0.17,0.8,0.8,0.75,0.99,0.89,0.93,0.83,0.89
continuum-ide.csv,0.81,0.92,0.88,1.03,0.86,0.59,0.97,0.33,0.89,0.85,0.64,0.95,0.98,0.89,0.76
fleet-simulator.csv,0.65,0.58,0.82,0.95,0.98,1.0,0.67,1.0,0.85,0.93,0.88,1.02,0.02,0.74,0.86
hydrate.csv,0.74,0.64,0.61,1.0,0.98,0.95,0.85,0.59,0.9,0.56,0.87,0.91,0.48,0.79,0.54
ivef-sdk.csv,0.77,0.53,0.66,0.7,0.78,0.0,0.98,0.92,0.91,0.5,1.0,1.1,1.33,0.83,1.0
jmri.csv,0.59,0.73,0.5,0.89,0.96,0.43,0.76,0.59,0.66,0.87,0.66,0.9,0.83,0.83,0.77
kdenlive.csv,0.46,0.54,0.62,0.81,0.71,1.14,0.76,0.8,0.98,0.89,0.76,0.81,0.26,0.63,0.63
mia.csv,0.92,0.89,0.85,0.89,0.79,0.57,1.0,0.94,0.44,1.03,0.59,0.78,0.7,1.0,0.82
ontopia.csv,0.68,0.83,0.61,0.78,0.85,1.07,0.82,0.71,0.85,0.36,0.93,0.86,0.89,0.66,0.7
opentibia.csv,0.63,0.36,0.66,0.79,0.69,0.99,0.83,0.95,0.9,0.63,0.64,0.74,1.14,0.86,0.81
runuomondains.csv,0.52,0.61,0.56,0.97,0.89,1.26,0.81,0.53,0.64,0.67,0.21,0.65,1.16,0.94,0.72
somap.csv,1.0,1.0,0.83,0.85,0.89,1.08,0.84,1.0,0.94,1.02,0.93,0.15,1.0,1.0,1.0
taverna.csv,0.73,0.75,0.91,0.92,0.37,0.93,0.56,1.0,0.57,0.8,0.88,0.76,1.01,0.89,0.97
tigermud.csv,0.96,0.87,0.93,0.71,0.65,0.97,0.98,0.88,0.88,0.76,0.79,0.69,1.01,0.54,0.7
x-ray-mule.csv,0.86,0.92,0.95,0.24,0.68,1.0,1.01,0.83,0.95,0.7,1.0,0.7,0.74,0.77,0.97
