,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.45,0.67,0.53,0.0,0.32,0.53,0.11,0.55,0.0,0.33,0.42,0.23,0.85
bibletime.csv,0.36,0.6,0.73,0.57,0.4,0.46,0.59,0.48,0.72,0.64,0.53,0.24,0.78
boost.csv,0.48,0.58,0.72,0.61,0.23,0.48,0.65,0.63,0.64,0.65,0.56,0.31,0.78
codepurge.csv,0.48,0.56,0.51,0.55,0.33,0.43,0.45,0.35,0.64,0.53,0.42,0.47,0.5
etics.csv,0.62,0.44,0.57,0.51,0.23,0.43,0.54,0.4,0.59,0.69,0.24,0.28,0.72
gusanos.csv,0.44,0.34,0.28,0.48,0.24,0.52,0.63,0.47,0.83,0.22,0.56,0.27,0.65
kvs.csv,0.44,0.42,0.19,0.24,0.57,0.44,0.12,0.41,0.44,0.48,0.49,0.08,0.27
mcore3d.csv,0.33,0.48,0.73,0.44,0.33,0.49,0.58,0.33,0.64,0.6,0.56,0.31,0.62
modellus.csv,0.5,0.46,0.64,0.56,0.15,0.54,0.78,0.52,0.72,0.38,0.43,0.25,0.8
monetdb.csv,0.14,0.43,0.6,0.23,0.11,0.59,0.43,0.28,0.34,0.4,0.24,0.26,0.06
projecteqemu.csv,0.49,0.46,0.58,0.49,0.17,0.49,0.5,0.47,0.56,0.73,0.45,0.24,0.74
pydev.csv,0.53,0.5,0.39,0.41,0.38,0.52,0.3,0.36,0.47,0.52,0.6,0.31,0.7
xbplayer.csv,0.43,0.58,0.55,0.57,0.26,0.61,0.56,0.61,0.6,0.52,0.51,0.28,0.63
