,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.53,0.96,0.27,0.45,0.3,0.43,0.24,0.26
emite.csv,0.56,0.51,0.28,0.46,0.73,0.55,0.21,0.97
irrlicht.csv,0.52,0.37,0.24,0.47,0.99,0.55,0.16,0.23
migen.csv,0.97,0.47,0.25,0.6,0.33,0.25,0.24,0.19
motu.csv,0.33,0.25,0.19,0.96,0.55,0.57,0.16,0.3
openxava.csv,0.31,0.41,0.97,0.3,0.23,0.1,0.04,0.6
truevision.csv,0.59,0.45,0.33,0.4,0.44,0.99,0.21,0.5
zoolib.csv,0.11,0.13,0.05,0.12,0.17,0.1,0.93,0.0
