,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.94,0.69,0.8,0.73,0.85,0.99,0.87,0.97,0.64,0.73,0.68,0.91,0.02,0.95,0.59,0.67,0.55,0.95,0.84,0.47
fbmanager.csv,0.03,0.21,0.94,0.74,0.67,0.76,0.69,0.3,0.49,0.71,0.75,0.8,0.64,0.49,0.45,0.79,0.63,0.83,0.79,0.65
fleet-simulator.csv,1.0,0.61,1.0,0.73,0.83,1.0,0.87,0.65,0.83,1.0,1.0,1.0,0.53,1.0,0.69,0.0,0.66,0.96,1.0,0.37
hannosset.csv,1.0,1.0,0.99,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.0,0.98,0.98,0.97,1.0,1.0,1.0,0.97,0.96
hydrate.csv,0.69,0.41,0.56,0.62,0.61,0.64,0.72,0.62,0.73,0.61,0.75,0.88,0.64,0.67,0.52,0.3,0.45,0.59,0.06,0.53
jgossipforum.csv,1.0,1.0,0.99,1.0,0.93,1.0,1.0,0.0,1.0,1.0,0.98,1.0,0.91,0.98,1.0,1.0,1.0,1.0,0.97,1.0
jruby.csv,0.74,1.0,0.84,0.63,0.79,0.5,0.72,0.59,0.83,0.57,0.72,0.74,0.59,0.75,0.56,0.48,0.66,0.05,0.76,0.79
madman.csv,0.97,0.3,0.93,0.92,0.97,1.01,0.92,1.0,0.2,0.0,0.89,0.69,0.81,0.91,0.85,0.83,0.8,0.98,0.94,0.81
mediaportal.csv,1.0,1.2,0.99,0.8,0.96,0.61,0.75,0.93,1.1,0.88,0.83,1.01,0.88,0.1,0.81,1.01,0.94,0.75,0.92,1.03
ninject.csv,0.94,0.13,0.99,0.67,0.89,1.0,0.9,1.0,0.22,0.75,0.89,1.0,0.83,0.7,0.74,0.8,0.0,0.87,0.58,0.82
officefloor.csv,0.91,1.37,0.51,0.16,1.0,1.01,0.74,0.85,1.3,1.02,0.67,0.78,0.87,0.9,0.79,1.0,0.82,0.88,0.98,1.01
ontopia.csv,0.65,1.0,0.83,0.97,0.93,0.94,0.0,0.83,0.84,0.61,0.7,0.87,0.62,0.76,0.96,0.97,0.73,0.95,0.69,0.72
poormans.csv,0.62,0.16,0.9,0.62,0.77,1.11,0.83,1.0,0.42,0.74,0.81,0.67,0.68,0.67,0.01,0.61,0.6,0.76,0.55,0.84
power-architect.csv,0.7,0.9,0.91,0.53,0.66,0.85,0.96,0.73,0.48,0.7,0.02,0.73,0.56,0.76,0.63,0.25,0.56,1.0,1.0,0.35
powerfolder.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,0.98,1.0,0.97,0.99,0.94,1.0,1.0,1.0,1.0,1.0
stuproa-cims.csv,0.63,1.03,0.65,0.79,0.05,0.66,0.8,0.8,0.74,0.75,0.71,0.63,0.55,0.73,0.72,0.33,0.84,0.74,0.79,0.69
tart.csv,1.0,0.0,0.99,1.0,0.96,0.0,0.99,1.0,1.0,1.0,1.0,1.0,0.84,1.0,1.0,0.98,1.0,0.99,0.97,0.99
uface.csv,0.78,0.72,1.01,0.68,0.72,0.94,0.93,0.63,0.83,0.83,1.01,0.94,0.91,0.87,0.66,0.13,0.64,0.84,0.91,0.02
wxlua.csv,0.66,0.61,0.0,0.99,0.91,0.8,0.93,0.96,0.93,0.92,1.01,0.96,0.95,0.86,0.9,0.25,0.98,1.0,0.95,1.0
