,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.39,0.08,0.95,0.29,0.0,0.22,0.12,0.37,0.07,0.31,0.24,0.43
baadengine.csv,0.99,0.54,0.56,0.66,0.0,0.17,0.33,0.42,0.4,0.46,0.76,0.75
chaosrts.csv,0.86,0.78,0.47,0.7,0.08,0.17,0.27,0.34,0.56,0.43,0.99,0.78
chaperon.csv,0.18,0.17,0.18,0.45,0.0,1.0,0.0,0.11,0.18,0.06,0.04,0.2
empyrean.csv,0.6,0.99,0.32,0.45,0.11,0.0,0.11,0.27,0.27,0.36,0.75,0.46
hydrate.csv,0.6,0.18,0.37,0.67,0.1,0.22,0.35,0.32,0.23,0.45,0.5,1.0
jaxlib.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.04,0.0
joustsim.csv,0.38,0.45,0.37,0.29,0.0,0.0,0.2,1.0,0.26,0.37,0.22,0.46
loki-lib.csv,0.75,0.68,0.61,0.63,0.1,0.07,0.31,0.43,0.98,0.5,0.8,0.73
owlapi.csv,0.32,0.08,0.07,0.1,0.0,0.18,0.98,0.14,0.0,0.37,0.19,0.22
pamguard.csv,0.72,0.68,0.41,0.98,0.0,0.0,0.35,0.08,0.44,0.41,0.21,0.53
poormans.csv,0.63,0.35,0.44,0.45,0.0,0.2,0.34,0.39,0.34,0.94,0.3,0.46
