,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.95,0.6,1.0,0.69,0.0,0.14,0.1,0.31,1.0,0.26,0.9,0.61
baadengine.csv,0.99,0.7,0.43,0.63,0.0,0.1,0.22,0.27,0.56,0.34,0.88,0.72
chaosrts.csv,0.75,0.64,0.31,0.62,0.04,0.09,0.18,0.2,0.39,0.28,0.99,0.63
chaperon.csv,0.89,0.54,0.27,0.73,0.0,1.0,0.0,0.14,0.18,0.07,1.0,0.57
empyrean.csv,0.86,1.0,0.29,0.76,0.06,0.0,0.08,0.27,0.38,0.28,0.86,0.63
hydrate.csv,0.75,0.64,0.38,0.64,0.05,0.2,0.26,0.25,0.67,0.37,0.81,1.0
jaxlib.csv,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0
joustsim.csv,0.78,0.7,0.33,0.65,0.0,0.0,0.14,1.0,0.35,0.28,0.94,0.73
loki-lib.csv,0.81,0.65,0.45,0.64,0.05,0.04,0.2,0.28,0.97,0.35,0.93,0.64
owlapi.csv,0.88,0.75,0.12,1.0,0.0,0.14,1.0,0.33,0.0,0.89,0.94,1.0
pamguard.csv,0.77,0.63,0.29,1.0,0.0,0.0,0.22,0.07,0.32,0.28,0.94,0.81
poormans.csv,0.84,0.73,0.43,0.86,0.0,0.17,0.29,0.3,0.33,0.97,0.93,0.63
