,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.04,0.05,0.0,0.15,0.54,0.25,0.27,0.18,0.0,0.29,0.11,0.37
baadengine.csv,0.03,0.34,0.52,0.7,0.67,0.38,0.43,0.45,0.15,0.38,0.68,0.53
chaosrts.csv,1.0,1.0,1.0,0.91,0.96,0.6,0.5,0.72,1.0,0.61,0.05,1.0
chaperon.csv,0.04,0.16,0.17,0.21,0.29,0.0,0.07,0.1,0.5,0.21,0.0,0.16
empyrean.csv,0.22,0.0,0.43,0.18,0.31,0.08,0.56,0.13,0.22,0.34,0.79,0.37
hydrate.csv,0.49,0.11,0.28,0.7,0.77,0.08,0.28,0.25,0.04,0.25,0.63,0.0
jaxlib.csv,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0
joustsim.csv,0.21,0.26,0.39,0.18,0.31,0.06,0.37,0.0,0.24,0.38,0.05,0.21
loki-lib.csv,0.49,0.68,0.57,0.64,0.77,0.48,0.5,0.43,0.02,0.42,0.42,0.84
owlapi.csv,0.08,0.03,0.15,0.0,0.04,0.12,0.0,0.03,0.0,0.01,0.05,0.0
pamguard.csv,0.61,0.76,0.8,0.0,0.54,0.04,0.6,0.23,0.91,0.55,0.05,0.16
poormans.csv,0.29,0.16,0.28,0.09,0.35,0.1,0.18,0.23,0.43,0.01,0.11,0.37
