,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.0,0.56,0.0,0.09,0.35,0.94
lazarus-ccr.csv,0.82,0.55,0.72,0.57,0.32,0.54
lcfizvtop.csv,0.45,0.68,0.46,0.61,0.81,0.55
migen.csv,0.52,0.66,0.07,0.28,0.21,0.41
mvnforum.csv,0.29,0.18,0.54,0.44,0.11,0.31
plplot.csv,0.62,0.58,0.66,0.65,0.21,0.39
