,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.63,0.62,0.45,0.41,0.31,0.96
lazarus-ccr.csv,0.8,0.52,0.53,0.41,0.15,0.67
lcfizvtop.csv,0.44,0.63,0.35,0.42,0.6,0.66
migen.csv,0.5,0.65,0.07,0.31,0.17,0.53
mvnforum.csv,0.39,0.23,0.5,0.31,0.08,0.42
plplot.csv,0.6,0.56,0.52,0.59,0.2,0.51
