,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.77,1.0,0.98,0.9,0.0
lazarus-ccr.csv,0.21,0.65,0.59,0.72,0.79,0.25
lcfizvtop.csv,0.68,0.51,0.45,0.56,0.21,0.0
migen.csv,0.64,0.28,0.18,0.11,0.23,0.0
mvnforum.csv,0.04,0.12,0.2,0.51,0.29,0.25
plplot.csv,0.39,0.35,0.36,0.18,0.15,0.0
