,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.84,0.9,1.0,0.13,0.84,0.83,0.89,1.0,0.93
flylegacy.csv,0.73,0.97,0.02,0.69,0.62,0.87,0.78,0.68,0.71
ftm.csv,0.92,0.88,0.7,0.7,0.8,0.92,0.61,0.96,0.03
jguard.csv,0.7,0.63,0.74,0.59,0.7,0.07,0.68,0.72,0.69
m-a-d-n-e-s-s.csv,0.69,0.88,0.6,0.72,0.71,0.73,0.12,0.74,0.59
mob-sen-plat.csv,0.78,0.0,0.65,0.73,0.69,0.65,0.64,0.71,0.6
raygina.csv,0.0,0.97,0.64,0.66,0.65,0.84,0.77,0.72,0.71
upp-mirror.csv,0.44,0.97,0.47,0.59,0.04,0.69,0.54,0.73,0.74
yarp.csv,0.88,0.88,0.72,0.85,0.87,0.83,0.96,0.2,0.83
