,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.92,0.94,0.87,0.79,0.31,0.84
flylinkdc.csv,0.4,0.48,0.52,0.41,0.61,0.75
ltp.csv,0.72,0.7,0.52,0.71,0.63,1.02
pfaedit.csv,0.45,0.57,0.91,0.34,0.57,0.29
powerfolder-.csv,0.59,0.47,0.95,0.96,0.55,0.38
qtwin.csv,1.0,0.61,1.0,1.0,0.93,0.09
