,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.13,0.1,0.82,0.34,0.53,0.01
flylinkdc.csv,0.59,0.53,0.75,0.76,0.36,0.01
ltp.csv,0.32,0.43,0.78,0.68,0.34,0.0
pfaedit.csv,0.54,0.49,0.16,0.8,0.36,0.02
powerfolder-.csv,0.47,0.55,0.1,0.07,0.36,0.01
qtwin.csv,0.0,0.43,0.0,0.0,0.12,0.05
