,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,643.5,95.5,485.5,187.0,94.5,3493.0,98.5,382.0,198.0,283.5,191.0,99.0
jaolt.csv,713.0,97.5,485.5,187.0,97.5,54.5,98.5,142.0,135.5,280.5,92.5,97.5
jcl.csv,566.0,91.5,96.5,187.0,96.5,3037.5,97.5,1061.5,99.0,99.0,92.5,99.0
kmess.csv,803.5,97.5,388.0,187.0,97.5,1459.0,98.5,189.0,198.0,99.0,289.5,99.0
ossbuild.csv,587.5,92.5,485.5,187.0,97.5,878.0,95.5,190.0,99.0,99.0,289.5,99.0
qgo.csv,756.0,97.5,290.5,187.0,97.5,3644.0,98.5,1061.5,196.5,476.5,289.5,99.0
quark.csv,0.0,92.5,290.5,91.5,97.5,0.0,97.5,215.5,98.5,117.0,289.5,83.5
rezilla.csv,721.0,81.5,384.0,187.0,97.5,624.0,98.5,379.0,917.5,280.5,521.0,98.5
rhex.csv,567.0,97.5,183.0,187.0,94.5,1421.0,97.5,274.5,198.0,280.5,373.0,96.5
toped.csv,173.0,95.5,193.0,180.0,97.5,4175.0,97.5,481.5,198.0,99.0,289.5,99.0
truevision.csv,377.0,97.5,485.5,187.0,97.5,136.0,98.5,92.5,99.0,99.0,191.0,99.0
wxstudio.csv,661.5,76.5,94.5,91.5,96.5,2314.0,98.5,1061.5,97.5,187.0,225.5,79.5
