,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.97,0.39,0.46,0.49,0.38,0.41,0.53,0.39,0.35,0.45,0.48,0.38
bscwweasel.csv,0.75,0.9,0.49,0.68,0.5,0.63,0.6,0.48,0.8,0.49,0.59,0.79
capcode.csv,0.67,0.5,0.47,0.51,0.54,0.57,0.96,0.96,0.62,0.37,0.58,0.59
emite.csv,0.31,0.93,0.79,0.97,0.88,0.73,0.93,0.94,0.86,0.78,0.67,0.51
lamp.csv,0.96,0.56,0.74,0.46,0.38,0.37,0.36,0.62,0.38,0.36,0.33,0.67
mecat.csv,0.0,0.67,0.67,0.89,0.89,0.86,0.0,0.86,0.0,0.93,0.9,0.0
nodal.csv,0.0,0.83,0.53,0.67,0.55,0.92,0.67,0.97,0.69,0.39,0.71,0.86
pydev.csv,0.82,0.68,0.63,0.64,0.39,0.55,0.58,0.39,0.5,0.47,0.42,0.94
retromenu.csv,0.69,0.69,0.56,0.69,0.37,0.37,0.62,0.53,0.7,0.67,0.48,0.92
smbopensoft.csv,0.42,0.39,0.47,0.63,0.42,0.61,0.51,0.87,0.51,0.48,0.48,0.38
stuproa-cims.csv,0.63,0.75,0.56,0.5,0.36,0.54,0.83,0.67,0.43,0.38,0.37,0.71
thout.csv,0.97,0.4,0.62,0.96,0.52,0.37,0.39,0.36,0.33,0.56,0.37,0.41
