,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.33,0.42,0.33,0.35,0.38,0.35,0.45
jahshaka.csv,0.48,0.53,0.48,0.77,0.5,0.71,0.47
jatlas.csv,0.34,0.7,0.38,0.39,0.64,0.9,0.97
jedit.csv,0.43,0.44,0.35,0.36,0.41,0.33,0.42
open-media-library.csv,0.39,0.75,0.51,0.4,0.57,0.6,0.44
panda3d.csv,0.48,0.64,0.53,0.4,0.52,0.54,0.6
wheat.csv,0.41,0.58,0.43,0.44,0.5,0.44,0.47
