,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.38,0.37,0.37,0.42,0.38,0.4,0.5,0.43,0.34,0.48,0.43,0.62
dsworkbench.csv,0.41,0.46,0.59,0.59,0.75,0.67,0.66,0.92,0.48,0.86,0.6,0.55
gogoego.csv,0.61,0.83,0.86,0.88,0.75,0.89,0.52,0.71,0.67,0.7,0.7,0.54
jpaul.csv,0.6,0.97,0.94,0.65,0.88,0.85,0.6,0.0,0.6,0.94,0.0,0.0
loki-lib.csv,0.45,0.42,0.54,0.46,0.56,0.37,0.33,0.55,0.43,0.52,0.59,0.63
motu.csv,0.64,0.98,0.86,0.47,0.67,0.75,0.77,0.83,0.43,0.76,0.48,0.47
mp-rechnungs-und-kundenverwaltung.csv,0.72,0.71,0.96,0.83,0.0,0.78,0.75,0.88,0.68,0.68,0.57,0.51
rtrt-on-gpu.csv,0.64,0.56,0.47,0.75,0.61,0.82,0.58,0.9,0.56,0.71,0.73,0.49
scenemonitor.csv,0.38,0.39,0.51,0.45,0.55,0.41,0.41,0.41,0.36,0.43,0.5,0.39
xstore.csv,0.46,0.59,0.78,0.64,0.59,0.54,0.36,0.83,0.52,0.53,0.56,0.85
yarp0.csv,0.53,0.47,0.6,0.65,0.89,0.62,0.77,0.59,0.39,0.61,0.62,0.48
zemljanka.csv,0.37,0.35,0.35,0.45,0.31,0.38,0.38,0.43,0.36,0.46,0.54,0.45
