,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.8,0.39,1.0,0.48,0.47,0.47,0.46,0.2,0.47,0.63,0.58,0.54
dsworkbench.csv,0.99,0.28,0.6,0.25,0.17,0.54,0.29,0.35,0.41,0.39,0.47,0.86
gogoego.csv,0.5,0.97,0.11,0.48,0.08,0.0,0.22,0.25,0.42,0.39,0.31,0.84
jpaul.csv,0.46,0.29,0.26,1.0,0.36,0.28,0.29,0.0,0.45,0.29,0.0,0.0
loki-lib.csv,0.72,0.43,0.52,0.54,0.56,0.51,0.45,0.15,0.51,0.65,0.96,0.71
motu.csv,0.41,0.29,0.13,0.5,0.17,0.36,1.0,0.25,0.43,0.42,0.48,0.82
mp-rechnungs-und-kundenverwaltung.csv,0.41,0.31,0.32,0.17,0.0,0.47,0.35,0.22,0.97,0.46,0.41,0.44
rtrt-on-gpu.csv,0.58,0.27,0.74,0.11,0.32,0.36,0.16,0.9,0.33,0.48,0.32,0.84
scenemonitor.csv,0.87,0.42,0.57,0.42,1.0,0.51,0.44,0.2,0.48,0.63,0.47,0.82
xstore.csv,0.64,0.44,0.37,0.46,0.49,0.3,0.48,0.27,0.44,0.97,0.52,0.45
yarp0.csv,0.56,0.35,0.56,0.28,0.34,1.0,0.21,0.41,0.52,0.49,0.43,0.77
zemljanka.csv,0.84,0.38,0.94,0.44,0.54,0.53,0.39,0.3,0.48,0.71,0.46,1.0
