,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.77,0.25,0.99,0.33,0.36,0.33,0.36,0.12,0.32,0.52,0.47,0.97
dsworkbench.csv,0.98,0.19,0.86,0.18,0.19,0.48,0.21,0.31,0.32,0.44,0.4,0.96
gogoego.csv,0.94,1.0,0.86,0.75,0.25,0.0,0.17,0.21,0.46,0.65,0.3,0.95
jpaul.csv,0.8,0.31,0.89,1.0,0.62,0.31,0.27,0.0,0.44,0.53,0.0,0.0
loki-lib.csv,0.77,0.32,0.95,0.46,0.62,0.37,0.29,0.1,0.39,0.57,1.0,0.97
motu.csv,0.93,0.4,1.0,0.53,0.67,0.42,1.0,0.33,0.38,0.6,0.45,0.98
mp-rechnungs-und-kundenverwaltung.csv,0.78,0.25,0.87,0.33,0.0,0.44,0.75,0.25,1.0,0.49,0.32,0.98
rtrt-on-gpu.csv,0.73,0.21,0.85,0.1,0.33,0.35,0.11,0.9,0.26,0.51,0.3,0.98
scenemonitor.csv,0.8,0.3,0.93,0.3,1.0,0.41,0.3,0.13,0.33,0.63,0.39,0.97
xstore.csv,0.77,0.36,0.89,0.41,0.53,0.25,0.33,0.25,0.38,0.98,0.5,0.98
yarp0.csv,0.72,0.28,0.88,0.23,0.56,1.0,0.15,0.26,0.39,0.64,0.36,0.96
zemljanka.csv,0.77,0.24,0.89,0.29,0.37,0.38,0.25,0.18,0.32,0.55,0.46,1.0
