,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.56,0.32,0.99,0.61,0.49,0.57,0.63,0.3,0.27,0.49,0.67,0.41
dsworkbench.csv,0.99,0.44,0.46,0.35,0.18,0.64,0.47,0.45,0.53,0.37,0.55,0.52
gogoego.csv,0.39,0.95,0.07,0.4,0.06,0.0,0.34,0.34,0.42,0.32,0.34,0.35
jpaul.csv,0.36,0.32,0.19,1.0,0.29,0.29,0.35,0.0,0.51,0.24,0.0,0.0
loki-lib.csv,0.59,0.63,0.41,0.66,0.54,0.68,0.68,0.32,0.65,0.63,0.94,0.56
motu.csv,0.3,0.27,0.09,0.51,0.12,0.35,1.0,0.24,0.51,0.37,0.54,0.69
mp-rechnungs-und-kundenverwaltung.csv,0.32,0.43,0.22,0.15,0.0,0.53,0.27,0.24,0.95,0.44,0.44,0.34
rtrt-on-gpu.csv,0.47,0.41,0.38,0.14,0.33,0.42,0.31,0.91,0.44,0.47,0.36,0.72
scenemonitor.csv,0.61,0.64,0.45,0.57,1.0,0.66,0.71,0.44,0.52,0.62,0.54,0.67
xstore.csv,0.53,0.59,0.27,0.55,0.49,0.4,0.75,0.34,0.53,0.96,0.57,0.34
yarp0.csv,0.46,0.49,0.43,0.37,0.29,1.0,0.34,0.77,0.67,0.43,0.5,0.59
zemljanka.csv,0.39,0.27,0.27,0.09,0.0,0.7,0.43,0.17,0.13,0.36,0.48,1.0
