,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.66,0.97,0.94,0.89,0.74,0.48,0.96,0.62,0.69,0.65,0.65,0.95
archive-crawler.csv,0.68,0.74,0.88,0.89,0.61,0.44,0.51,0.66,0.6,0.62,0.37,0.96
blue-c.csv,0.41,0.51,0.37,0.64,0.53,0.48,0.49,0.55,0.51,0.47,0.4,0.39
dynalloy.csv,0.44,0.65,0.55,0.65,0.65,0.76,0.7,0.51,0.64,0.47,0.42,0.64
jcae.csv,0.59,0.78,0.6,0.64,0.64,0.41,0.59,0.58,0.7,0.45,0.52,0.95
kmatplot.csv,0.49,0.51,0.37,0.42,0.0,0.4,0.61,0.64,0.52,0.45,0.42,0.39
mscore.csv,0.39,0.39,0.3,0.38,0.42,0.38,0.4,0.39,0.38,0.35,0.31,0.34
nosleepsoftware.csv,0.67,0.75,0.0,0.52,0.0,0.5,0.84,0.83,0.86,0.83,0.75,0.75
openmalaria.csv,0.43,0.39,0.29,0.33,0.42,0.33,0.37,0.4,0.35,0.38,0.32,0.32
popeye-chess.csv,0.53,0.6,0.4,0.39,0.47,0.38,0.39,0.52,0.5,0.49,0.38,0.4
riff-evolve.csv,0.48,0.65,0.31,0.69,0.45,0.64,0.53,0.67,0.52,0.55,0.42,0.36
virtuoso.csv,0.43,0.39,0.3,0.43,0.43,0.42,0.42,0.4,0.42,0.36,0.31,0.48
