,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,294.5,387.0,1889.0,188.0,97.5,99.0,1108.0,567.0,99.0,1150.0
bscwweasel.csv,192.0,192.0,1290.5,91.5,96.5,99.0,796.0,90.5,99.0,744.5
cme.csv,178.0,107.0,52.0,0.0,0.0,95.5,0.0,0.0,93.5,68.5
fido.csv,287.5,93.5,18.5,29.5,0.0,99.0,156.5,474.5,0.0,0.0
japano.csv,670.5,191.0,1863.5,290.5,97.5,99.0,1032.5,758.0,99.0,969.5
joustsim.csv,196.0,385.0,1290.0,290.5,97.5,99.0,401.5,659.5,93.5,1903.5
log4net.csv,464.5,93.5,643.5,162.0,385.5,96.5,978.0,535.0,99.0,574.5
personalaccess.csv,557.5,386.0,953.5,188.0,97.5,99.0,505.0,513.5,98.5,789.5
rcp-company-uibindings.csv,188.0,192.0,1838.5,91.5,97.5,99.0,842.5,284.5,99.0,538.5
unbvision.csv,281.5,192.0,1174.0,381.0,97.5,99.0,1027.5,1064.5,99.0,1505.0
