,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.56,0.51,0.37,0.71,0.61,0.72,0.74,0.59,0.48,0.82
bscwweasel.csv,0.68,0.12,0.67,0.23,0.49,0.49,0.21,0.29,0.79,0.6
cme.csv,0.06,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.02,1.0
fido.csv,0.23,0.18,0.0,0.0,0.0,0.33,0.21,0.97,0.0,0.0
japano.csv,0.38,0.73,0.47,0.4,0.09,0.49,0.54,0.0,0.33,0.0
joustsim.csv,0.63,0.54,0.37,0.48,0.43,0.51,0.91,0.64,0.28,0.65
log4net.csv,0.39,0.23,0.97,0.41,0.04,0.32,0.73,0.29,0.48,0.23
personalaccess.csv,0.24,0.51,0.91,0.76,0.52,0.77,0.11,0.28,0.41,0.78
rcp-company-uibindings.csv,0.54,0.23,0.66,0.35,0.54,0.47,0.49,0.54,0.88,0.89
unbvision.csv,0.4,0.35,0.37,0.59,0.78,0.41,0.58,0.0,0.57,0.24
