,recall,precision,pf,wins
avisynth2.csv,0.08,0.33,0.03,4
botsnscouts.csv,0.71,0.51,0.45,13
bscwweasel.csv,0.37,0.56,0.2,15
bzbyte.csv,0.87,0.32,0.85,0
capcode.csv,0.63,0.44,0.59,5
emite.csv,0.5,0.57,0.32,14
fbmanager.csv,0.26,0.39,0.07,8
lcfizvtop.csv,0.69,0.45,0.37,11
mediaportal.csv,0.38,0.63,0.12,17
nodal.csv,0.28,0.47,0.23,9
paintown.csv,0.9,0.44,0.91,2
powerfolder.csv,0.37,0.48,0.23,10
retromenu.csv,0.25,0.57,0.05,16
smbopensoft.csv,0.68,0.4,0.8,1
sqlpower-library.csv,1.0,0.49,0.98,3
st-filteredstatistics.csv,0.89,0.49,0.86,6
triplea.csv,0.74,0.53,0.55,12
uface.csv,0.94,0.49,0.77,7
