,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.3,0.27,0.47,0.37,0.18,0.2,0.09,0.09,0.2,0.0
flylegacy.csv,0.47,0.53,0.78,0.29,0.62,0.5,0.28,0.76,0.46,0.52
jguard.csv,0.51,0.39,0.73,0.29,0.74,0.57,0.32,0.81,0.47,0.54
m-a-d-n-e-s-s.csv,0.3,0.06,0.37,0.18,0.14,0.0,0.0,0.23,0.69,0.0
mob-sen-plat.csv,0.51,0.81,0.8,0.21,0.6,0.41,0.31,0.62,0.57,0.53
raygina.csv,0.63,0.0,0.53,0.22,0.22,0.32,0.25,0.4,0.48,0.42
st-filteredstatistics.csv,0.55,0.63,0.81,0.26,0.7,0.47,0.31,0.89,0.47,0.57
upp-mirror.csv,0.36,0.16,0.8,0.31,0.71,0.5,0.2,0.39,0.48,0.17
wishmaster.csv,0.36,0.16,0.56,0.27,0.67,0.42,0.45,0.18,0.5,0.34
yarp.csv,0.43,0.06,0.55,0.08,0.0,0.26,0.21,0.14,0.33,0.55
