,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.32,0.2,0.46,0.53,0.42,0.64
empyrean.csv,0.24,0.0,0.0,0.0,0.0,0.02
impala.csv,0.63,0.82,0.48,0.23,0.68,0.3
multitude.csv,0.84,0.75,0.82,0.96,0.22,0.45
nutz.csv,0.45,0.75,0.19,0.51,0.92,0.91
pi-qmc.csv,0.47,0.4,0.31,0.65,0.53,0.18
