,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.7,0.71,0.84,0.82,0.9,0.75,0.77,0.9,0.89,0.57,0.76,0.32
dsworkbench.csv,0.74,0.1,0.03,0.06,0.2,0.06,0.46,0.3,0.51,0.13,0.0,0.72
gogoego.csv,0.56,0.49,0.85,0.47,0.3,0.75,1.0,0.5,0.85,0.7,0.14,0.71
jpaul.csv,0.58,0.54,0.05,0.76,0.2,0.0,0.08,0.0,0.3,0.0,0.0,0.0
loki-lib.csv,0.72,0.57,0.09,0.71,0.35,0.44,0.85,0.1,0.38,0.3,0.72,0.82
motu.csv,0.34,1.0,0.95,0.82,0.4,0.5,0.69,0.2,0.91,0.39,0.52,0.26
mp-rechnungs-und-kundenverwaltung.csv,0.14,0.3,0.08,1.0,0.1,0.25,0.31,0.2,0.6,0.3,0.21,0.22
rtrt-on-gpu.csv,0.32,0.17,0.55,0.24,0.2,0.25,0.08,0.5,0.49,0.15,0.21,0.75
scenemonitor.csv,0.66,0.43,0.13,0.47,0.75,0.56,0.92,0.6,0.57,0.65,0.07,0.5
xstore.csv,0.64,0.99,0.47,0.65,0.6,0.56,1.0,0.2,0.81,0.7,0.66,0.92
yarp0.csv,0.62,0.58,0.81,0.41,0.3,0.75,0.38,0.7,0.89,0.46,0.86,0.5
zemljanka.csv,0.96,0.9,0.94,0.94,0.95,0.88,0.92,1.0,0.98,0.96,0.48,0.81
