,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,97.5,970.5,97.5,98.5,97.5,196.0,285.5,789.5,99.0,94.5,386.0,99.0
dsworkbench.csv,97.5,285.0,93.5,30.5,109.0,436.0,285.5,698.0,192.0,267.5,44.0,99.0
gogoego.csv,97.5,386.0,197.5,95.5,97.5,97.5,285.5,1690.0,99.0,387.0,55.5,99.0
jpaul.csv,97.5,679.5,94.5,98.5,45.5,0.0,70.5,0.0,99.0,0.0,0.0,0.0
loki-lib.csv,97.5,582.0,82.5,98.5,77.5,285.5,188.0,0.0,98.5,174.0,93.5,99.0
motu.csv,97.5,1168.5,197.5,98.5,97.5,337.5,350.0,245.5,99.0,193.0,441.5,97.5
mp-rechnungs-und-kundenverwaltung.csv,97.5,579.0,94.5,98.5,52.0,54.5,83.5,682.5,192.0,91.5,261.5,94.5
rtrt-on-gpu.csv,87.5,2188.5,98.5,591.5,246.5,305.5,164.0,140.5,192.0,288.5,84.5,99.0
scenemonitor.csv,97.5,486.5,95.5,95.5,94.5,285.5,285.5,1823.0,98.5,477.5,232.5,97.5
xstore.csv,97.5,1267.0,196.5,98.5,97.5,285.5,285.5,1173.5,98.5,285.5,189.0,99.0
yarp0.csv,97.5,776.5,197.5,95.5,252.5,361.5,416.5,1854.0,99.0,94.5,386.0,99.0
zemljanka.csv,97.5,1168.0,197.5,98.5,97.5,97.5,285.5,780.5,99.0,580.0,358.0,99.0
