,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.64,0.61,0.67,0.02,0.19,0.0,0.42,0.1,0.0
ingex.csv,0.5,0.34,0.75,0.2,0.42,0.55,0.63,0.67,0.45
megasquirtavr.csv,0.37,0.64,0.56,0.58,0.47,0.55,0.44,0.34,0.44
owlapi.csv,0.36,0.34,0.26,0.37,0.7,0.86,0.67,0.31,0.52
piccolo2d.csv,0.27,0.29,0.86,0.06,0.69,0.36,0.58,0.58,0.4
servicestack.csv,0.0,0.0,0.27,0.01,0.26,0.51,0.0,0.18,0.73
tolven.csv,0.58,0.45,0.62,0.06,0.73,0.66,0.57,0.23,0.07
twostep.csv,0.65,0.65,0.36,0.47,0.75,0.61,0.55,0.82,0.74
wxlua.csv,0.61,0.44,0.41,0.72,0.37,0.32,0.48,0.36,0.36
